Pessoa;Empr.;Bco;Agência;Espécie;Título;Série;Parc;Depositário;Dt. Emissão;Dt. Movimento;Vencimento Programado;Prazo Efetivo;SC;SJ;Dias de Atraso;DV;Multa;Juros;% Desc. Financeiro;% Desc. Acordo;Desconto;Taxa Adm.;Vlr Original;Valor Aberto;Valor Líquido;A;P;
6432 - BANRISUL SERVICOS LTDA;8;900;CARTEIRA;CARDEB;20155;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;2846,25;2846,25;2846,25;;;;
6432 - BANRISUL SERVICOS LTDA;7;900;CARTEIRA;CARDEB;220226;02;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;8249,67;8249,67;8249,67;;;;
6432 - BANRISUL SERVICOS LTDA;6;900;CARTEIRA;CARDEB;202155;025;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;10338,81;10338,81;10338,81;;;;
6432 - BANRISUL SERVICOS LTDA;13;900;CARTEIRA;CARDEB;20226;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;12555,54;12555,54;12555,54;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARDEB;20226;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;19682,69;19682,69;19682,69;;;;
6432 - BANRISUL SERVICOS LTDA;11;900;CARTEIRA;CARDEB;2021526;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;29048,14;29048,14;29048,14;;;;
6432 - BANRISUL SERVICOS LTDA;17;900;CARTEIRA;CARDEB;20226;015;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;6735,18;6735,18;6735,18;;;;
6432 - BANRISUL SERVICOS LTDA;18;900;CARTEIRA;CARDEB;20264;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;17792,28;17792,28;17792,28;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARDEB;202636;012;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;17992,24;17992,24;17992,24;;;;
5954 - PIX VERO;2;900;CARTEIRA;CARDIG;3101155;02;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;21,49;21,49;21,49;;;;
5954 - PIX VERO;3;900;CARTEIRA;CARDIG;310125;003;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;209,24;209,24;209,24;;;;
5954 - PIX VERO;4;900;CARTEIRA;CARDIG;31012155;004;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;368,97;368,97;368,97;;;;
5954 - PIX VERO;5;900;CARTEIRA;CARDIG;3101125;005;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;10,40;10,40;10,40;;;;
5954 - PIX VERO;7;900;CARTEIRA;CARDIG;310126;007;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;50,44;50,44;50,44;;;;
5954 - PIX VERO;11;900;CARTEIRA;CARDIG;3101256;011;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;212,47;212,47;212,47;;;;
5954 - PIX VERO;12;900;CARTEIRA;CARDIG;3101155;01;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;118,12;118,12;118,12;;;;
5954 - PIX VERO;13;900;CARTEIRA;CARDIG;31012;013;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;79,88;79,88;79,88;;;;
5954 - PIX VERO;14;900;CARTEIRA;CARDIG;3101225;014;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;49,53;49,53;49,53;;;;
5954 - PIX VERO;17;900;CARTEIRA;CARDIG;31012555;017;1;1 - Contas a Receber;31/01/2026;02/02/2026;02/02/2026;2;L;N;77;2;0,00;0,00;0,00;0,00;0,00;0,00;14528,36;14528,36;14528,36;;;;
16432 - VERDECARD;2;900;CARTEIRA;CARTAO;221200;002;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;5896,22;5896,22;5896,22;;;;
16432 - VERDECARD;3;900;CARTEIRA;CARTAO;202511;003;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;6082,58;6082,58;6082,58;;;;
16432 - VERDECARD;4;900;CARTEIRA;CARTAO;202266;044;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;2832,60;2832,60;2832,60;;;;
16432 - VERDECARD;5;900;CARTEIRA;CARTAO;202055;005;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;3113,60;3113,60;3113,60;;;;
16432 - VERDECARD;6;900;CARTEIRA;CARTAO;202126;006;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;6689,87;6689,87;6689,87;;;;
16432 - VERDECARD;7;900;CARTEIRA;CARTAO;2021225;007;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;1851,38;1851,38;1851,38;;;;
16432 - VERDECARD;8;900;CARTEIRA;CARTAO;20215252;008;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;890,83;890,83;890,83;;;;
16432 - VERDECARD;11;900;CARTEIRA;CARTAO;20221;011;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;11776,81;11776,81;11776,81;;;;
16432 - VERDECARD;13;900;CARTEIRA;CARTAO;202116;013;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;3066,28;3066,28;3066,28;;;;
16432 - VERDECARD;12;900;CARTEIRA;CARTAO;20215;012;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;8665,47;8665,47;8665,47;;;;
16432 - VERDECARD;17;900;CARTEIRA;CARTAO;20226;017;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;165,05;165,05;165,05;;;;
16432 - VERDECARD;18;900;CARTEIRA;CARTAO;20226;018;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;8984,66;8984,66;8984,66;;;;
11696 - ELO CREDITO;1;900;CARTEIRA;CARDEB;202126;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;218,16;218,16;218,16;;;;
11696 - ELO CREDITO;2;900;CARTEIRA;CARDEB;202126;02;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;8633,17;8633,17;8633,17;;;;
11696 - ELO CREDITO;3;900;CARTEIRA;CARDEB;202125;03;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;16810,32;16810,32;16810,32;;;;
11696 - ELO CREDITO;4;900;CARTEIRA;CARDEB;202165;04;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;5106,58;5106,58;5106,58;;;;
11696 - ELO CREDITO;5;900;CARTEIRA;CARDEB;202166;05;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;4402,88;4402,88;4402,88;;;;
11696 - ELO CREDITO;6;900;CARTEIRA;CARDEB;20222;06;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;10236,03;10236,03;10236,03;;;;
11696 - ELO CREDITO;7;900;CARTEIRA;CARDEB;2021226;07;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;6460,84;6460,84;6460,84;;;;
11696 - ELO CREDITO;8;900;CARTEIRA;CARDEB;202266;08;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;2184,27;2184,27;2184,27;;;;
11696 - ELO CREDITO;11;900;CARTEIRA;CARDEB;202226;011;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;11175,03;11175,03;11175,03;;;;
11696 - ELO CREDITO;12;900;CARTEIRA;CARDEB;202266;012;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;13296,35;13296,35;13296,35;;;;
11696 - ELO CREDITO;13;900;CARTEIRA;CARDEB;202226;013;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;5415,37;5415,37;5415,37;;;;
11696 - ELO CREDITO;14;900;CARTEIRA;CARDEB;202166;014;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;3817,94;3817,94;3817,94;;;;
11696 - ELO CREDITO;17;900;CARTEIRA;CARDEB;20226;017;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;1147,82;1147,82;1147,82;;;;
11696 - ELO CREDITO;18;900;CARTEIRA;CARDEB;20226;018;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;8160,91;8160,91;8160,91;;;;
4453 - PIX ITAU;1;900;CARTEIRA;CARDIG;20226;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;59,81;59,81;59,81;;;;
7727 - MAESTRO;1;900;CARTEIRA;CARDEB;20226;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;762,63;762,63;762,63;;;;
7727 - MAESTRO;2;900;CARTEIRA;CARDEB;202126;02;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;45503,35;45503,35;45503,35;;;;
7727 - MAESTRO;3;900;CARTEIRA;CARDEB;202126;03;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;70847,26;70847,26;70847,26;;;;
7727 - MAESTRO;4;900;CARTEIRA;CARDEB;202265;04;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;17893,03;17893,03;17893,03;;;;
7727 - MAESTRO;5;900;CARTEIRA;CARDEB;20215505;05;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;22374,75;22374,75;22374,75;;;;
7727 - MAESTRO;6;900;CARTEIRA;CARDEB;2021266;006;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;43413,26;43413,26;43413,26;;;;
7727 - MAESTRO;7;900;CARTEIRA;CARDEB;202126;007;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;25427,53;25427,53;25427,53;;;;
7727 - MAESTRO;8;900;CARTEIRA;CARDEB;2051556;08;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;12319,45;12319,45;12319,45;;;;
7727 - MAESTRO;11;900;CARTEIRA;CARDEB;202166;011;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;43333,42;43333,42;43333,42;;;;
7727 - MAESTRO;12;900;CARTEIRA;CARDEB;20226;012;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;33578,20;33578,20;33578,20;;;;
7727 - MAESTRO;13;900;CARTEIRA;CARDEB;202216;013;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;13986,17;13986,17;13986,17;;;;
7727 - MAESTRO;14;900;CARTEIRA;CARDEB;20226;014;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;26605,05;26605,05;26605,05;;;;
7727 - MAESTRO;17;900;CARTEIRA;CARDEB;2026;017;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;7178,82;7178,82;7178,82;;;;
7727 - MAESTRO;18;900;CARTEIRA;CARDEB;202155018;;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;33232,90;33232,90;33232,90;;;;
12424 - MASTERCARD;11;900;CARTEIRA;CARTAO;20215660;011;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;34234,43;34234,43;34234,43;;;;
12424 - MASTERCARD;13;900;CARTEIRA;CARTAO;20226;013;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;27527,54;27527,54;27527,54;;;;
12424 - MASTERCARD;1;900;CARTEIRA;CARTAO;20216;01;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;993,69;993,69;993,69;;;;
12424 - MASTERCARD;8;900;CARTEIRA;CARTAO;20226;008;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;7534,50;7534,50;7534,50;;;;
12424 - MASTERCARD;12;900;CARTEIRA;CARTAO;202216;012;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;35170,65;35170,65;35170,65;;;;
12424 - MASTERCARD;7;900;CARTEIRA;CARTAO;20226;007;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;19651,55;19651,55;19651,55;;;;
12424 - MASTERCARD;14;900;CARTEIRA;CARTAO;202266;014;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;36438,20;36438,20;36438,20;;;;
12424 - MASTERCARD;3;900;CARTEIRA;CARTAO;20226;003;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;82644,68;82644,68;82644,68;;;;
12424 - MASTERCARD;4;900;CARTEIRA;CARTAO;202265;004;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;21787,14;21787,14;21787,14;;;;
12424 - MASTERCARD;5;900;CARTEIRA;CARTAO;2021220;005;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;19045,01;19045,01;19045,01;;;;
12424 - MASTERCARD;17;900;CARTEIRA;CARTAO;20226;017;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;39799,67;39799,67;39799,67;;;;
12424 - MASTERCARD;2;900;CARTEIRA;CARTAO;202266;002;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;36164,91;36164,91;36164,91;;;;
12424 - MASTERCARD;6;900;CARTEIRA;CARTAO;20266;06;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;36653,58;36653,58;36653,58;;;;
12424 - MASTERCARD;18;900;CARTEIRA;CARTAO;20226;018;1;1 - Contas a Receber;02/02/2026;02/02/2026;02/02/2026;0;L;N;77;0;0,00;0,00;0,00;0,00;0,00;0,00;43099,42;43099,42;43099,42;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;08/04/2026;02/02/2026;1;L;N;77;66;0,00;0,00;0,00;0,00;0,00;0,02;3,28;3,28;3,26;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;08/04/2026;02/02/2026;1;L;N;77;66;0,00;0,00;0,00;0,00;0,00;21,04;3049,84;3049,84;3028,80;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;08/04/2026;02/02/2026;1;L;N;77;66;0,00;0,00;0,00;0,00;0,00;15,58;2257,87;2257,87;2242,29;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;08/04/2026;02/02/2026;1;L;N;77;66;0,00;0,00;0,00;0,00;0,00;4,05;623,05;623,05;619,00;;;;
6432 - BANRISUL SERVICOS LTDA;17;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;08/04/2026;02/02/2026;1;L;N;77;66;0,00;0,00;0,00;0,00;0,00;17,44;1743,66;1743,66;1726,22;;;;
4435 - QUIMICA AMPARO LTDA;15;900;CARTEIRA;RECDES;2496;RECIBO;1;1 - Contas a Receber;03/02/2026;03/02/2026;03/02/2026;0;S;N;76;0;0,00;0,00;0,00;0,00;0,00;0,00;525,20;525,20;525,20;;;;
10368 - MELITTA DO BRASIL E COMERCIO LTDA.;15;900;CARTEIRA;RECDES;2791;RECIBO;1;1 - Contas a Receber;03/02/2026;03/02/2026;03/02/2026;0;S;N;76;0;0,00;0,00;0,00;0,00;0,00;0,00;210,00;210,00;210,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;10/02/2026;03/02/2026;2;L;N;76;9;0,00;0,00;0,00;0,00;0,00;2,33;171,16;171,16;168,83;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;10/02/2026;03/02/2026;2;L;N;76;9;0,00;0,00;0,00;0,00;0,00;0,97;72,22;72,22;71,25;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;10/02/2026;03/02/2026;2;L;N;76;9;0,00;0,00;0,00;0,00;0,00;7,70;554,24;554,24;546,54;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;2;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;10/02/2026;03/02/2026;2;L;N;76;9;0,00;0,00;0,00;0,00;0,00;20,62;479,63;479,63;459,01;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;4;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;12/02/2026;03/02/2026;2;L;N;76;11;0,00;0,00;0,00;0,00;0,00;2,20;51,17;51,17;48,97;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;4;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;12/02/2026;03/02/2026;2;L;N;76;11;0,00;0,00;0,00;0,00;0,00;10,23;237,87;237,87;227,64;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;5;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;12/02/2026;03/02/2026;2;L;N;76;11;0,00;0,00;0,00;0,00;0,00;1,58;36,70;36,70;35,12;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;5;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;12/02/2026;03/02/2026;2;L;N;76;11;0,00;0,00;0,00;0,00;0,00;9,15;212,75;212,75;203,60;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;8,75;648,49;648,49;639,74;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;6;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;39,83;926,28;926,28;886,45;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;2,35;173,87;173,87;171,52;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;7;900;CARTEIRA;CARDEB;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;4,35;101,24;101,24;96,89;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;7;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;24,39;567,32;567,32;542,93;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;5,51;408,51;408,51;403,00;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;8;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;5,91;137,35;137,35;131,44;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;2,45;181,37;181,37;178,92;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;11;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;13/02/2026;03/02/2026;2;L;N;76;12;0,00;0,00;0,00;0,00;0,00;41,49;964,92;964,92;923,43;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;14/02/2026;03/02/2026;2;L;N;76;13;0,00;0,00;0,00;0,00;0,00;8,50;629,51;629,51;621,01;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;12;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;14/02/2026;03/02/2026;2;L;N;76;13;0,00;0,00;0,00;0,00;0,00;33,56;780,51;780,51;746,95;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;14/02/2026;03/02/2026;2;L;N;76;13;0,00;0,00;0,00;0,00;0,00;10,24;758,17;758,17;747,93;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;14;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;14/02/2026;03/02/2026;2;L;N;76;13;0,00;0,00;0,00;0,00;0,00;31,92;742,39;742,39;710,47;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;18;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;16/02/2026;03/02/2026;2;L;N;76;15;0,00;0,00;0,00;0,00;0,00;47,10;1095,44;1095,44;1048,34;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;16/02/2026;03/02/2026;2;L;N;76;15;0,00;0,00;0,00;0,00;0,00;5,90;437,40;437,40;431,50;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260201;;1;1 - Contas a Receber;01/02/2026;16/02/2026;03/02/2026;2;L;N;76;15;0,00;0,00;0,00;0,00;0,00;12,13;872,91;872,91;860,78;;;;
17011 - SODEXO DO BRASIL COMERCIAL S.A.;3;900;CARTEIRA;TICKET;20260201;;1;1 - Contas a Receber;01/02/2026;16/02/2026;03/02/2026;2;L;N;76;15;0,00;0,00;0,00;0,00;0,00;159,01;3697,89;3697,89;3538,88;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARDEB;20260202;;1;1 - Contas a Receber;02/02/2026;16/02/2026;03/02/2026;1;L;N;76;14;0,00;0,00;0,00;0,00;0,00;69,20;10029,55;10029,55;9960,35;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARDEB;20260202;;1;1 - Contas a Receber;02/02/2026;16/02/2026;03/02/2026;1;L;N;76;14;0,00;0,00;0,00;0,00;0,00;16,90;2600,72;2600,72;2583,82;;;;
6432 - BANRISUL SERVICOS LTDA;2;900;CARTEIRA;CARDEB;20260202;;1;1 - Contas a Receber;02/02/2026;16/02/2026;03/02/2026;1;L;N;76;14;0,00;0,00;0,00;0,00;0,00;42,85;4284,81;4284,81;4241,96;;;;
