CODIGO_PRODUTO;DESCRICAO;VALOR_CUSTO_NF;ALIQUOTA_PIS;ALIQUOTA_COFINS;PIS_COFINS_GRAVADO;PIS_COFINS_CALCULADO;PIS_COFINS_PADRAO;CFOP;CST_PIS;CST_COFINS;GERA_CREDITO_PIS;GERA_CREDITO_COFINS;NUMERO_NF;SERIE_NF;DTA_ENTRADA;NRO_EMPRESA
6753;IOG DANONE ACTIVIA ZERO 510G AMEIXA;12,75;1,65;7,6;0;1,1794;1,1794;1102;73;73;;;1965165;1;11/06/2026;12
6412;IOG DANONINHO DANONE 100G MORANGO;2,52;1,65;7,6;0;,2331;,2331;1102;73;73;;;1965161;1;11/06/2026;3
19435;IOG ELEGE BOB 100G VITAMINA FRUTAS;2,32;1,65;7,6;0;,2146;,2146;1102;73;73;;;4214022;1;11/06/2026;4
6414;IOG ELEGE BOB ESPONJA 100G MORANGO;2,32;1,65;7,6;0;,2146;,2146;1102;73;73;;;4211579;1;10/06/2026;12
6524;IOG ELEGE PETIT 320G MORANGO;5,76;1,65;7,6;0;,5328;,5328;1102;73;73;;;4214021;1;10/06/2026;2
6520;IOG ELEGE PETIT BOB 320G BANANA;5,2;1,65;7,6;0;,481;,481;1102;73;73;;;4214022;1;11/06/2026;4
6521;IOG ELEGE PETIT BOB 320G MORANGO;5,2;1,65;7,6;0;,481;,481;1102;73;73;;;4214043;1;11/06/2026;6
6413;IOG ELEGE POLPA 510G MOR VIT;6,08;1,65;7,6;0;,5624;,5624;1102;73;73;;;4214022;1;11/06/2026;4
6420;IOG GREGO BATAVO 100G GRAVIOLA;,0854;1,65;7,6;0;,0079;,0079;1102;73;73;;;3997867;1;18/02/2026;11
6421;IOG GREGO BATAVO 100G TRADICIONAL;2,11;1,65;7,6;0;,1952;,1952;1102;73;73;;;4214022;1;11/06/2026;4
6423;IOG GREGO BATAVO 450G MORANGO;8,45;1,65;7,6;0;,7816;,7816;1102;73;73;;;4211579;1;10/06/2026;12
6424;IOG GREGO BATAVO 450G TRADICIONAL;8,45;1,65;7,6;0;,7816;,7816;1102;73;73;;;4214021;1;10/06/2026;2
6425;IOG GREGO BATAVO 510G BDJ MORANGO;9,16;1,65;7,6;0;,8473;,8473;1102;73;73;;;4211579;1;10/06/2026;12
6426;IOG GREGO BATAVO 90G FLOCOS;2,11;1,65;7,6;0;,1952;,1952;1102;73;73;;;4211512;1;10/06/2026;18
19436;IOG GREGO CAROLINA 450G FLOCOS;1,15;1,65;7,6;0;,1064;,1064;2102;73;73;;;1061288;1;06/06/2026;17
19437;IOG GREGO CAROLINA 450G MORANGO;6,9;1,65;7,6;0;,6383;,6383;2102;73;73;;;1061288;1;06/06/2026;17
19438;IOG GREGO CAROLINA 450G TRADICIONAL;6,9;1,65;7,6;0;,6383;,6383;2102;73;73;;;1061288;1;06/06/2026;17
6440;IOG GREGO PENSE ZERO BATAVO 450G MOR;8,45;1,65;7,6;0;,7816;,7816;1102;73;73;;;4211579;1;10/06/2026;12
9635;IOG LIQ BATAVO 170G FRUTAS CEREAIS;1,98;1,65;7,6;0;,1832;,1832;1102;73;73;;;4076629;1;04/04/2026;12
37795;IOG NATURAL BATAVO 160G MORANGO;2,44;1,65;7,6;0;,2257;,2257;1102;73;73;;;4189188;1;28/05/2026;18
6497;IOG NUV BATAVO 100G FRUTAS VERMELH;1,93;1,65;7,6;0;,1785;,1785;1102;73;73;;;4179665;1;09/06/2026;12
6498;IOG NUV BATAVO 100G MORANGO;1,93;1,65;7,6;0;,1785;,1785;1102;73;73;;;4207190;1;09/06/2026;17
6499;IOG NUV BATAVO 100G PESSEG E DAMASC;1,93;1,65;7,6;0;,1785;,1785;1102;73;73;;;4207190;1;09/06/2026;17
6500;IOG NUV BATAVO 100G TRADICIONAL;1,93;1,65;7,6;0;,1785;,1785;1102;73;73;;;4214043;1;11/06/2026;6
6501;IOG NUV BATAVO 100G ZERO FRUTAS AMARELAS;1,93;1,65;7,6;0;,1785;,1785;1102;73;73;;;4214021;1;10/06/2026;2
6502;IOG NUV BATAVO 100G ZERO FRUTAS VERMELHA;1,93;1,65;7,6;0;,1785;,1785;1102;73;73;;;4214022;1;11/06/2026;4
6503;IOG NUV BATAVO 450G MORANGO;8,22;1,65;7,6;0;,7604;,7604;1102;73;73;;;4196632;1;03/06/2026;2
6504;IOG NUV BATAVO 450G TRADICIONAL;8,02;1,65;7,6;0;,7419;,7419;1102;73;73;;;4132382;1;19/05/2026;17
35268;IOG PARMALAT FIT 100G COCO;3,77;1,65;7,6;0;,3487;,3487;1102;73;73;;;4179665;1;09/06/2026;12
19449;IOG PARMALAT FIT 120G COCO;2,63;1,65;7,6;0;,2433;,2433;1102;73;73;;;4207190;1;09/06/2026;17
19450;IOG PARMALAT FIT 120G MOR;2,63;1,65;7,6;0;,2433;,2433;1102;73;73;;;4214022;1;11/06/2026;4
37785;IOG PARMALAT FIT 850G COCO;12,45;1,65;7,6;0;1,1516;1,1516;1102;73;73;;;4200683;1;06/06/2026;12
37782;IOG PARMALAT FIT 850G MORANGO;12,45;1,65;7,6;0;1,1516;1,1516;1102;73;73;;;4179665;1;09/06/2026;12
9671;IOG PARMALAT ZR 120G TRADICIONAL;2,63;1,65;7,6;0;,2433;,2433;1102;73;73;;;4214174;1;10/06/2026;13
6508;IOG PED FRUTA BATAVO 450G ABACAXI;8,44;1,65;7,6;0;,7807;,7807;1102;73;73;;;4207190;1;09/06/2026;17
6510;IOG PED FRUTA BATAVO 450G COCO;8,44;1,65;7,6;0;,7807;,7807;1102;73;73;;;4211579;1;10/06/2026;12
6512;IOG PED FRUTA BATAVO 450G MORANGO;8,44;1,65;7,6;0;,7807;,7807;1102;73;73;;;4214022;1;11/06/2026;4
6509;IOG PED FRUTA BATAVO 450G PESSEGO;8,44;1,65;7,6;0;,7807;,7807;1102;73;73;;;4196631;1;02/06/2026;3
37793;IOG PENSE ZERO 510G AMEIXA;7,42;1,65;7,6;0;,6864;,6864;1102;73;73;;;4179665;1;09/06/2026;12
6513;IOG PENSE ZERO BATAVO 1150G AMEIXA;12,19;1,65;7,6;0;1,1276;1,1276;1102;73;73;;;4211579;1;10/06/2026;12
6514;IOG PENSE ZERO BATAVO 1150G BATIDO;12,19;1,65;7,6;0;1,1276;1,1276;1102;73;73;;;4214022;1;11/06/2026;4
6515;IOG PENSE ZERO BATAVO 1150G MORANGO;12,19;1,65;7,6;0;1,1276;1,1276;1102;73;73;;;4214043;1;11/06/2026;6
6517;IOG PENSE ZERO BATAVO 450G MOR;8,44;1,65;7,6;0;,7807;,7807;1102;73;73;;;4179665;1;09/06/2026;12
6518;IOG PENSE ZERO BATAVO 510G GREGO;9,16;1,65;7,6;0;,8473;,8473;1102;73;73;;;4211512;1;10/06/2026;18
6519;IOG PENSE ZERO BATAVO 510G MOR;7,42;1,65;7,6;0;,6864;,6864;1102;73;73;;;4207190;1;09/06/2026;17
5407;IOG PETIT DANONINHO DANONE 320G MORANGO;7,98;1,65;7,6;0;,7382;,7382;1102;73;73;;;1965161;1;11/06/2026;3
5408;IOG PETIT DANONINHO DANONE 320G MULTI;7,98;1,65;7,6;0;,7382;,7382;1102;73;73;;;1965161;1;11/06/2026;3
19451;IOG PETIT SUISSE CAROLINA 320G;5,33;1,65;7,6;0;,493;,493;2102;73;73;;;1061288;1;06/06/2026;17
19452;IOG PETIT SUISSE CAROLINA 320G MOR MACA BANAN;5,33;1,65;7,6;0;,493;,493;2102;73;73;;;1061288;1;06/06/2026;17
19453;IOG PETIT SUISSE CAROLINA 320G UVA;5,33;1,65;7,6;0;,493;,493;2102;73;73;;;1061288;1;06/06/2026;17
5410;IOG PRA LEVAR DANONINHO DANONE 70G MORANGO;2,87;1,65;7,6;0;,2655;,2655;1102;73;73;;;1929827;1;14/04/2026;11
6536;IOG PROBIO2 BATAVO 1150G AMEIXA;12,19;1,65;7,6;0;1,1276;1,1276;1102;73;73;;;4207190;1;09/06/2026;17
6537;IOG PROBIO2 BATAVO 1150G MORANGO;12,19;1,65;7,6;0;1,1276;1,1276;1102;73;73;;;4211512;1;10/06/2026;18
6538;IOG PROBIO2 BATAVO 1150G TRADICIONAL;12,19;1,65;7,6;0;1,1276;1,1276;1102;73;73;;;4211512;1;10/06/2026;18
6544;IOG PROBIO2 BATAVO 510G BDJ AMEIXA TRADIC;8,92;1,65;7,6;0;,8251;,8251;1102;73;73;;;4179665;1;09/06/2026;12
6543;IOG PROBIO2 BATAVO 510G BDJ MORANGO;,7433;1,65;7,6;0;,0688;,0688;1102;73;73;;;4187737;1;27/05/2026;3
6375;IOG SANTA CLARA ZERO LACT 165G MORANGO;2,49;1,65;7,6;0;,2303;,2303;1102;73;73;;;2805976;1;12/06/2026;11
6547;IOG STA CLARA 165G MEL;2,38;1,65;7,6;0;,2202;,2202;1102;73;73;;;2795915;1;01/06/2026;12
6548;IOG STA CLARA 165G MORANGO;2,38;1,65;7,6;0;,2202;,2202;1102;73;73;;;2799176;1;28/05/2026;7
6549;IOG STA CLARA 165G NATURAL DESN;2,38;1,65;7,6;0;,2202;,2202;1102;73;73;;;2805976;1;12/06/2026;11
6550;IOG STA CLARA 165G NATURAL INT;2,38;1,65;7,6;0;,2202;,2202;1102;73;73;;;2805976;1;12/06/2026;11
6551;IOG STA CLARA 170G COCO;2,07;1,65;7,6;0;,1915;,1915;1102;73;73;;;2809140;1;11/06/2026;14
6552;IOG STA CLARA 170G FRUTAS VERMELHA;2,07;1,65;7,6;0;,1915;,1915;1102;73;73;;;2805976;1;12/06/2026;11
6553;IOG STA CLARA 170G MORANGO;2,07;1,65;7,6;0;,1915;,1915;1102;73;73;;;2805971;1;11/06/2026;4
19444;IOG STA CLARA CP 165G F VERM;2,8;1,65;7,6;0;,259;,259;1102;73;73;;;2799167;1;01/06/2026;2
19445;IOG STA CLARA CP 165G MOR;2,8;1,65;7,6;0;,259;,259;1102;73;73;;;2788318;1;22/05/2026;5
19446;IOG STA CLARA ZERO LACT 165G COCO;2,49;1,65;7,6;0;,2303;,2303;1102;73;73;;;2795915;1;01/06/2026;12
6554;IOG SURPRESA BATAVO 110G MORANGO;3,41;1,65;7,6;0;,3154;,3154;1102;73;73;;;4211579;1;10/06/2026;12
6555;IOG TIROL 160G INT LAR CEN MEL;1,92;1,65;7,6;0;,1776;,1776;1102;73;73;;;96081;8;29/05/2026;14
6557;IOG TIROL 160G NAT DESNATADO;1,92;1,65;7,6;0;,1776;,1776;1102;73;73;;;96081;8;29/05/2026;14
6558;IOG TIROL 160G NAT INTEGRAL;1,92;1,65;7,6;0;,1776;,1776;1102;73;73;;;100178;8;03/06/2026;14
9676;IOG TIROL 830G FRUTAS CEREAIS;6,75;1,65;7,6;0;,6244;,6244;1102;73;73;;;100178;8;03/06/2026;14
31222;IOG TIROL BDJ 480G MORANGO;3,8;1,65;7,6;0;,3515;,3515;1102;73;73;;;100174;8;01/06/2026;5
6561;IOG TIROL GF 830G MORANGO;6,75;1,65;7,6;0;,6244;,6244;1102;73;73;;;101350;8;10/06/2026;13
6563;IOG TIROL GF 830G ZERO DIET COCO;7,9;1,65;7,6;0;,7308;,7308;1102;73;73;;;101347;8;12/06/2026;11
6564;IOG TIROL GF 830G ZERO DIET MORANGO;7,9;1,65;7,6;0;,7308;,7308;1102;73;73;;;101350;8;10/06/2026;13
6562;IOG TIROL GF 830G ZERO LAC MORANGO;7,9;1,65;7,6;0;,7308;,7308;1102;73;73;;;101347;8;12/06/2026;11
31226;IOG TIROL PED PT 400G COCO;5,2;1,65;7,6;0;,481;,481;1102;73;73;;;101347;8;12/06/2026;11
31227;IOG TIROL PED PT 400G PESSEGO;5,2;1,65;7,6;0;,481;,481;1102;73;73;;;100186;8;06/06/2026;2
6559;IOG TIROL PT 400G ABACAXI;5,2;1,65;7,6;0;,481;,481;1102;73;73;;;101347;8;12/06/2026;11
6560;IOG TIROL PT 400G MORANGO;5,2;1,65;7,6;0;,481;,481;1102;73;73;;;100178;8;03/06/2026;14
19447;IOG TIROL SC 900G COCO;5,9;1,65;7,6;0;,5458;,5458;1102;73;73;;;101347;8;12/06/2026;11
19448;IOG TIROL SC 900G MOR;5,9;1,65;7,6;0;,5458;,5458;1102;73;73;;;101347;8;12/06/2026;11
11258;JACA;,4734;1,65;7,6;0;,0438;,0438;1102;73;73;;;813;6;04/03/2026;2
2698;KIMILHO YOKI 500G FLOCAO;,4458;1,65;7,6;0;,0412;,0412;1102;73;73;;;661112;1;18/05/2026;15
38035;KIT CD SH DOVE CACHO EXP 350 175ML;36,99;1,65;7,6;0;3,4216;3,4216;1403;70;70;;;316;100;10/04/2026;15
38034;KIT CD SH DOVE NUTRI EXP 350 175ML;36,99;1,65;7,6;0;3,4216;3,4216;1403;70;70;;;316;100;10/04/2026;15
38036;KIT CD SH DOVE UMECT EXP 350 175ML;36,99;1,65;7,6;0;3,4216;3,4216;1403;70;70;;;316;100;10/04/2026;15
37897;KIT ELSEVE COLAG SH 375ML CD 170ML;6,0774;1,65;7,6;0;,5622;,5622;1403;70;70;;;3297285;2;21/05/2026;15
37893;KIT ELSEVE SH 375ML CD 170ML LISO SONHOS;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
9704;KIT ELSEVE SH 375ML COND 170ML CACHO SONHOS;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
9706;KIT ELSEVE SH 375ML COND 175ML LONGOS SONHOS;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
6602;KIT ELSEVE SH COND 375ML 170ML GLYCOLIC GLOSS;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
8222;KIT ELSEVE SH COND 375ML 170ML HIALUR;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
8203;KIT ELSEVE SH COND 375ML 170ML OLEO EXTR;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
8223;KIT ELSEVE SH COND 375ML 170ML RT5;5,9124;1,65;7,6;0;,5469;,5469;1403;70;70;;;3297285;2;21/05/2026;15
12125;KIT ENXAG BUCAL CEPACOL 750ML CITRUS;8,33;1,65;7,6;0;,7705;,7705;1403;73;73;;;1500099;0;09/06/2026;4
36651;KIT SH C D DARLING CERAMIDAS 350ML;14,82;1,65;7,6;0;1,3709;1,3709;1403;70;70;;;2400017;1;19/02/2026;15
24366;KIT SH CD COTTONBABY SNOOPY 200ML GOTAS CAMOMILA;2,3547;1,65;7,6;0;,2178;,2178;2403;70;70;;;175767;2;03/06/2026;15
19828;KIT SH CD COTTONBABY SNOOPY 200ML TOQUE ALGODAO;2,3547;1,65;7,6;0;,2178;,2178;2403;70;70;;;175767;2;03/06/2026;15
33887;KIT SH CD DOVE 350ML 175ML AMINOACIDO;3,055;1,65;7,6;0;,2826;,2826;1403;70;70;;;221869;2;30/04/2026;15
33886;KIT SH CD DOVE 350ML 175ML BOND;2,9988;1,65;7,6;0;,2774;,2774;1403;70;70;;;225501;2;23/05/2026;15
33889;KIT SH CD DOVE 350ML 175ML HIALURON VIT;2,9988;1,65;7,6;0;,2774;,2774;1403;70;70;;;225501;2;23/05/2026;15
33890;KIT SH CD DOVE 350ML 175ML NUTRICAO;3,0563;1,65;7,6;0;,2827;,2827;1403;70;70;;;212770;2;11/03/2026;15
34613;KIT SH CD DOVE 35ML 150ML UV GLOW;2,9988;1,65;7,6;0;,2774;,2774;1403;70;70;;;225501;2;23/05/2026;15
19791;KIT SH CD NEUTROX 300ML 200ML CLASSICO;15,9896;1,65;7,6;0;1,479;1,479;1403;70;70;;;1882424;1;02/06/2026;15
38562;KIT SH CD NEUTROX 300ML 200ML FORCA;15,9896;1,65;7,6;0;1,479;1,479;1403;70;70;;;1882424;1;02/06/2026;15
38563;KIT SH CD NEUTROX 300ML 200ML OLEOS;15,9896;1,65;7,6;0;1,479;1,479;1403;70;70;;;1882424;1;02/06/2026;15
35758;KIT SH CD NIELY GOLD 275 175ML RECONSTRUCAO;1,7174;1,65;7,6;0;,1589;,1589;1403;70;70;;;3297285;2;21/05/2026;15
19794;KIT SH CD NIELY GOLD 275 175ML SALVA F;1,7174;1,65;7,6;0;,1589;,1589;1403;70;70;;;3297285;2;21/05/2026;15
19797;KIT SH CD NOVEX 300ML CICATRIZADOR F;,8325;1,65;7,6;0;,077;,077;1403;70;70;;;1052838;1;29/04/2026;2
19799;KIT SH CD NOVEX 300ML OLEO ARGAN;,8325;1,65;7,6;0;,077;,077;1403;70;70;;;1054085;1;22/05/2026;17
33651;KIT SH CD NOVEX 300ML RITUAL DORAMA;,8325;1,65;7,6;0;,077;,077;1403;70;70;;;1054085;1;22/05/2026;17
19800;KIT SH CD NOVEX 300ML SUPER BABOSAO;,8325;1,65;7,6;0;,077;,077;1403;70;70;;;1054085;1;22/05/2026;17
35113;KIT SH CD PANTENE 300 150ML BOND REPAIR;34,27;1,65;7,6;0;3,17;3,17;1403;70;70;;;366885;5;09/06/2026;15
19803;KIT SH CD PANTENE 300 150ML EQUILIBRIO;34,27;1,65;7,6;0;3,17;3,17;1403;70;70;;;366887;5;09/06/2026;15
19804;KIT SH CD PANTENE 300 150ML QUERATINA;34,27;1,65;7,6;0;3,17;3,17;1403;70;70;;;366887;5;09/06/2026;15
19805;KIT SH CD PANTENE 400 175ML BAMBU;3,9833;1,65;7,6;0;,3685;,3685;1403;70;70;;;817727;3;31/03/2026;13
36262;KIT SH CD SEDA 300ML 190ML TOQUE DE SEDA;,866;1,65;7,6;0;,0801;,0801;1403;70;70;;;225501;2;23/05/2026;15
6613;KIT SH SEDA SH 300 COND 190ML BABOSA OLEOS;,866;1,65;7,6;0;,0801;,0801;1403;70;70;;;225501;2;23/05/2026;15
6614;KIT SH SEDA SH 300 COND 190ML CACHOS DEFINIDO;,866;1,65;7,6;0;,0801;,0801;1403;70;70;;;225501;2;23/05/2026;15
6615;KIT SH SEDA SH 300 COND 190ML CERAMIDAS;,866;1,65;7,6;0;,0801;,0801;1403;70;70;;;225501;2;23/05/2026;15
6617;KIT SH SEDA SH 300 COND 190ML LISO PERFEITO;,88;1,65;7,6;0;,0814;,0814;1403;70;70;;;221869;2;30/04/2026;15
6618;KIT SH SEDA SH 300 COND 190ML LUMINIOUS UV;,866;1,65;7,6;0;,0801;,0801;1403;70;70;;;225501;2;23/05/2026;15
11266;KIWI IMPORTADO;2,3457;1,65;7,6;0;,217;,217;1102;73;73;;;340;6;04/03/2026;3
11264;KIWI KG;2,1235;1,65;7,6;0;,1964;,1964;1102;73;73;;;2108;6;14/05/2026;18
11269;LAGARTO FRIBOI PORC VACUO KG;35,3299;1,65;7,6;0;3,268;3,268;2403;73;73;;;341788;1;01/06/2026;16
11274;LAGARTO RESERVA KG PAI;39,8;1,65;7,6;0;3,6815;3,6815;2403;73;73;;;422058;1;16/04/2026;16
6659;LAQUE AERO KARINA 250ML EXTRA FORTE;19,6892;1,65;7,6;0;1,8212;1,8212;1403;70;70;;;1883400;1;09/06/2026;15
6660;LAQUE AERO KARINA 250ML TRADICIONAL;19,6894;1,65;7,6;0;1,8213;1,8213;1403;70;70;;;1883400;1;09/06/2026;15
11278;LARANJA CARA CARA POLPA VERMELHA KG;,7556;1,65;7,6;0;,0699;,0699;1102;73;73;;;813;6;04/03/2026;2
11279;LARANJA DO CEU KG;,2716;1,65;7,6;0;,0251;,0251;1102;73;73;;;2108;6;14/05/2026;18
37492;LARANJA KINKAN BDJ 500G;6,875;1,65;7,6;0;,6359;,6359;1102;73;73;;;1260;6;23/03/2026;2
11282;LARANJA SUCO KG;,1753;1,65;7,6;0;,0162;,0162;1102;73;73;;;2108;6;14/05/2026;18
36542;LARANJA SUCO MAQUINA KG;,1753;1,65;7,6;0;,0162;,0162;1102;73;73;;;2075;6;13/05/2026;11
11283;LARANJA UMBIGO IMPORTADA KG;,4978;1,65;7,6;0;,046;,046;1102;73;73;;;2108;6;14/05/2026;18
6662;LASANHA PERDIGAO 600G BOLONHESA;9,72;1,65;7,6;0;,8991;,8991;1102;73;73;;;6465558;1;02/06/2026;16
6663;LASANHA PERDIGAO 600G CALABRESA;9,72;1,65;7,6;0;,8991;,8991;1102;73;73;;;6465558;1;02/06/2026;16
6664;LASANHA PERDIGAO 600G FGO BACON;9,72;1,65;7,6;0;,8991;,8991;1102;73;73;;;6465558;1;02/06/2026;16
9730;LASANHA SADIA 4 QUEIJOS 600G;10,3442;1,65;7,6;0;,9568;,9568;1102;73;73;;;6446786;1;29/05/2026;11
19977;LASANHA SADIA 600G BOLON T SAB LA;10,3442;1,65;7,6;0;,9568;,9568;1102;73;73;;;6391946;1;30/05/2026;14
19978;LASANHA SADIA 600G CALABRESA LASC;10,3442;1,65;7,6;0;,9568;,9568;1102;73;73;;;6391946;1;30/05/2026;14
19979;LASANHA SADIA 600G FGO AO MOL SUG;10,3433;1,65;7,6;0;,9568;,9568;1102;73;73;;;6391946;1;30/05/2026;14
19981;LASANHA SADIA 600PEITO PERU DEF LAPP;10,345;1,65;7,6;0;,9569;,9569;1102;73;73;;;6446786;1;29/05/2026;11
19982;LASANHA SADIA 600PRES QJO SUGO LAPQ;10,3442;1,65;7,6;0;,9568;,9568;1102;73;73;;;6391946;1;30/05/2026;14
20011;LC HID NIVEA 200ML BODY SOFT MILK;15,35;1,65;7,6;0;1,4199;1,4199;1403;70;70;;;1881205;1;02/06/2026;15
6747;LEAVE IN SEDA 110ML LUMINOUS UV;3,0433;1,65;7,6;0;,2815;,2815;1403;70;70;;;221869;2;30/04/2026;15
6750;LEITE DE COLONIA 100ML FINAL FANTAS;5,2902;1,65;7,6;0;,4893;,4893;1403;70;70;;;1881204;1;02/06/2026;15
6772;LEITE FERM BATAVITO BATAVO E 450G;5,76;1,65;7,6;0;,5328;,5328;1102;73;73;;;4214022;1;11/06/2026;4
20028;LEITE FERM CAROLINA 115G;,0473;1,65;7,6;0;,0044;,0044;2102;73;73;;;1061288;1;06/06/2026;17
20029;LEITE FERM CAROLINA 1250G BAUNILHA;1,6483;1,65;7,6;0;,1525;,1525;2102;73;73;;;1061288;1;06/06/2026;17
20030;LEITE FERM CAROLINA 1250G MOR;9,89;1,65;7,6;0;,9148;,9148;2102;73;73;;;1061288;1;06/06/2026;17
20031;LEITE FERM CAROLINA 450G;5,65;1,65;7,6;0;,5226;,5226;2102;73;73;;;1061288;1;06/06/2026;17
6773;LEITE FERM ELEGE 1150G;9,39;1,65;7,6;0;,8686;,8686;1102;73;73;;;4179665;1;09/06/2026;12
6777;LEITE FERM ELEGE 160G UVA;1,9133;1,65;7,6;0;,177;,177;1102;73;73;;;4207190;1;09/06/2026;17
20032;LEITE FERM ELEGE BOB 160G MOR;1,9133;1,65;7,6;0;,177;,177;1102;73;73;;;4207190;1;09/06/2026;17
20033;LEITE FERM ELEGE BOB 160G TRAD;1,9133;1,65;7,6;0;,177;,177;1102;73;73;;;4196634;1;09/06/2026;5
9748;LEITE FERM ELEGE BOB 80G MOR;,96;1,65;7,6;0;,0888;,0888;1102;73;73;;;4207190;1;09/06/2026;17
9749;LEITE FERM ELEGE BOB 80G TRAD;,96;1,65;7,6;0;,0888;,0888;1102;73;73;;;4196634;1;09/06/2026;5
9750;LEITE FERM ELEGE BOB 80G UVA;,96;1,65;7,6;0;,0888;,0888;1102;73;73;;;4196634;1;09/06/2026;5
38398;LEITE FERM UNIBABY GF 850G;6,7;1,65;7,6;0;,6198;,6198;2102;73;73;;;816578;2;01/06/2026;2
6785;LEITE LV EDGE ELEGE 1L DESNATADO;3,4;1,65;7,6;0;,3145;,3145;1102;73;73;;;4062235;1;09/03/2026;15
6781;LEITE LV EDGE ELEGE 1L INTEGRAL;,3742;1,65;7,6;0;,0346;,0346;1102;73;73;;;4174528;1;15/05/2026;15
6786;LEITE LV EDGE ELEGE 1L SEMI DESNATADO;,3742;1,65;7,6;0;,0346;,0346;1102;73;73;;;4174528;1;15/05/2026;15
6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;,3742;1,65;7,6;0;,0346;,0346;1102;73;73;;;4177110;1;19/05/2026;15
6780;LEITE NINHO UHT TP LEVINHO 1L SEMI DESNATADO;5,32;1,65;7,6;0;,4921;,4921;1102;73;73;;;111695;1;02/05/2026;15
2667;LEITE PO CCGL DESNATADO SH 400G;,592;1,65;7,6;0;,0548;,0548;1102;73;73;;;244850;15;27/04/2026;15
2725;LEITE PO CCGL INTEGRAL SH 1000G;3,2;1,65;7,6;0;,296;,296;1102;73;73;;;244850;15;27/04/2026;15
2710;LEITE PO CCGL INTEGRAL SH 200G INSTANTANEO;,128;1,65;7,6;0;,0118;,0118;1102;73;73;;;244850;15;27/04/2026;15
2723;LEITE PO CCGL INTEGRAL SH 400G;,512;1,65;7,6;0;,0474;,0474;1102;73;73;;;244850;15;27/04/2026;15
2713;LEITE PO CCGL INTEGRAL SH 400G INSTANTANEO;,512;1,65;7,6;0;,0474;,0474;1102;73;73;;;244850;15;27/04/2026;15
2668;LEITE PO ELEGE DESNATADO SH 400G;11,76;1,65;7,6;0;1,0878;1,0878;1102;73;73;;;4196639;1;01/06/2026;15
2724;LEITE PO ELEGE INTEGRAL SH 400G;,448;1,65;7,6;0;,0414;,0414;1102;73;73;;;4098009;1;06/04/2026;15
2720;LEITE PO NINHO INTEGRAL SH 350G;1,3645;1,65;7,6;0;,1262;,1262;1102;73;73;;;3340753;1;13/05/2026;15
2719;LEITE PO NINHO INTEGRAL SH 350G INSTANTANEO;1,3645;1,65;7,6;0;,1262;,1262;1102;73;73;;;3340752;1;13/05/2026;15
2670;LEITE PO NINHO LT 400G PRIMEIRA INFANCIA;,879;1,65;7,6;0;,0813;,0813;1102;73;73;;;3285598;1;03/03/2026;15
33259;LEITE PO PARMALAT SH 300G MAX ZERO LACT;1,175;1,65;7,6;0;,1087;,1087;1102;73;73;;;4172733;1;20/05/2026;15
2707;LEITE PO QUALITEM INTEGRAL SH 120G INSTANTANEO;,0768;1,65;7,6;0;,0071;,0071;1102;73;73;;;244850;15;27/04/2026;15
31358;LEITE PO STA CLARA SH 360G INTEGRAL;,4161;1,65;7,6;0;,0385;,0385;1102;73;73;;;2764068;1;15/04/2026;15
6798;LEITE SANTA CLARA 1L SENIOR 50;5,82;1,65;7,6;0;,5384;,5384;1102;73;73;;;2771408;1;29/04/2026;15
6799;LEITE SANTA CLARA 1L ZERO LACTOSE;4,84;1,65;7,6;0;,4477;,4477;1102;73;73;;;2795757;1;25/05/2026;15
9741;LEITE SANTA CLARA LV SEMI DESN 1L;4,3;1,65;7,6;0;,3978;,3978;1102;73;73;;;91585;1;05/06/2026;15
9751;LEITE SANTA CLARA UHT INT 1L;3,19;1,65;7,6;0;,2951;,2951;1102;73;73;;;2783400;1;08/06/2026;15
9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;4,35;1,65;7,6;0;,4024;,4024;2102;73;73;;;2020973;8;08/06/2026;15
6796;LEITE UHT MOLICO 1L ZERO LACTOSE;,4783;1,65;7,6;0;,0442;,0442;2102;73;73;;;1371172;1;02/05/2026;15
6800;LEITE UHT MOLICO TP 1L DESNAT;5,32;1,65;7,6;0;,4921;,4921;1102;73;73;;;111695;1;02/05/2026;15
6790;LEITE UHT NINHO 1L ZERO LACTOSE;,52;1,65;7,6;0;,0481;,0481;2102;73;73;;;1371172;1;02/05/2026;15
6791;LEITE UHT PET ELEGE 1L DESNATADO;,7483;1,65;7,6;0;,0692;,0692;1102;73;73;;;4177110;1;19/05/2026;15
6792;LEITE UHT PET ELEGE 1L INTEGRAL;,7483;1,65;7,6;0;,0692;,0692;1102;73;73;;;4177110;1;19/05/2026;15
