SEQPRODUTO;SEQFAMILIA;COMPLEMENTO;DESCCOMPLETA;DESCREDUZIDA;REFFABRICANTE;ESPECIFICDETALHADA;DESCCOMPOSICAO;PZOVALIDADEDIA;INDPROCFABRICACAO;QTDFABRICADALOTE;SEQPRODUTOBASE;PERCACRESPRECO;INDPRECOZEROBALANCA;FATORCONVERSAO;SEQPRODUTOINSUMO;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PZOVALIDADEMES;NROREGMINSAUDE;CODPRODFISCAL;DESCGENERICA;PROPQTDPRODUTOBASE;NRODIASADVERRECBTO;PERCALTPRECRELAC;NROITEMFIXO;GERALIVROCPROD;INDUSANFDESPESA;SEQBULARIO;SEQPRODUTOTMP;INDEMITECODPRODFISCALNFE;PERCDIASADVERRECBTO;CODIGOANP;CODIGOIF;INDINTEGRAECOMMERCE;QTDLIMITEPROMOCECOMMERCE;YOUTUBECODEECOMMERCE;DATAHORINTEGRACAOECOMMERCE;INDRES3166;DTAHORALTERACARGAPDV;IMPDATAVALIDADEBALANC;IMPDATAEMBBALANC;SEQINFNUTRICPROD;INDREPLICAINFOFORNEC;TITULOECOMMERCE;DESCECOMMERCE;PALAVRACHAVEECOMMERCE;URLECOMMERCE;PERCGASNATURAL;INDPARTCOTATAC;PERCACRESCCUSTORELAC;PERCACRESCCUSTORELACVIG;INDEMITEETQHORT;QTDMULTIPLOVDAECOMMERCE;INDCONTROLATEMPERATURA;PERSIMILIARECOMMERCE;DATAHORINTEGRACAOECOMMERCEESTQ;PZOVALIDLOTE;SEQPRODRELACLOTE;ALIQADJUD;INDCALCFLEXPOSITIVO;SEQPRODUTOSECUNDARIO;CENTROCUSTOPROD;SEQPRODUTOBASEANTIGO;INDCALCCOMISINDICEMGM;SEQPRODUTOEMBALAGEM;CODIMAGEM;INDACTFAIXATOLERANCIACARGAREC;INDCADASTROATIVO;PZOVALIDADENATIMORTO;PROPQTDPERDAAUTO;DESCRICAOANP;PZOVALIDADEDIASAIDA;INDGERARESSARCICMSSTPRODINSUMO;PERCGASNATURALNACIONAL;PERCGASNATURALIMPORTADO;VLRPARTIDAGLP;NRODIASVALPRODRESFRIADO;NRODIASVALPRODABERTO;TEMPIDEALMIN;TEMPIDEALMAX;DESCENCARTE;NOMEPRODUTOECOMM;MOTIVOISENCAOMINSAUDE;OBSENCARTE;INDESCRITURAPRODUTOBASE;SEQPRODUTOIMPORTACAOERP;URLECOMMALTERNATIVA;INDPRODTRIBUTMONOICMS;PERCALIQADREM;PERCINDMISTBIODIESEL;NRODIASADVERMAXRECBTO;NROBASEEXPORTACAOERP
3206;2369;PEITO DE PERU;SALG BATATA LAYS SENSACOES 40G PEITO DE PERU;SALG BATATA LAYS SEN 40G;;;;;S;;;;N;;;2024-12-21-08.45.02.000000;MYGOMES;2025-04-02-10.09.19.000000;MYGOMES;S;;;;3206;SALG BATATA LAYS SENSACOES 40G PEITO DE PERU;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3208;2370;MESCLADO;CHOC GRAN DORI 120G MESCLADO;CHOC GRAN DORI 120G MESC;;;;0;S;;;;N;;;2024-12-21-08.52.10.000000;JORSALDA;2026-08-24-19.25.28.000000;ALSOARES;S;;;;3208;CHOC GRAN DORI 120G MESCLADO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3210;2371;ORIGINAL;SALG BATATA RUFFLES OND 68G ORIGINAL;SALG BATATA RUFFLES 68G;300061752;;;;S;;;;N;;;2024-12-21-08.54.56.000000;MYGOMES;2026-08-13-15.52.14.000000;ALSOARES;S;;;;3210;SALG BATATA RUFFLES OND 68G ORIGINAL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3212;2370;ORIGINAL;CHOC GRAN DORI 120G ORIGINAL;CHOC GRAN DORI 120G ORIG;;;;0;S;;;;N;;;2024-12-21-09.02.55.000000;JORSALDA;2026-08-24-19.25.41.000000;ALSOARES;S;;;;3212;CHOC GRAN DORI 120G ORIGINAL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3213;2370;COLORIDO;CHOC GRAN DORI 120G COLORIDO;CHOC GRAN DORI 120G COLO;;;;0;S;;;;N;;;2024-12-21-09.07.27.000000;JORSALDA;2026-08-24-19.25.54.000000;ALSOARES;S;;;;3213;CHOC GRAN DORI 120G COLORIDO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3216;2374;SAL MARINHO;SALG LAYS RUSTICA 68G SAL MARINHO;SALG LAYS RUSTICA 68G SA;;;;;S;;;;N;;;2024-12-21-09.19.39.000000;MYGOMES;2025-04-02-10.49.56.000000;MYGOMES;S;;;;3216;SALG LAYS RUSTICA 68G SAL MARINHO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3217;2374;CREAM CHEESE;SALG LAYS RUSTICA 68G CREAM CHEESE;SALG LAYS RUSTICA 68G CR;;;;;S;;;;N;;;2024-12-21-09.21.46.000000;MYGOMES;2025-04-02-10.49.56.000000;MYGOMES;S;;;;3217;SALG LAYS RUSTICA 68G CREAM CHEESE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3227;2377;COLORIDO;CHOC GRAN KI KAKAU 500G COLORIDO;CHOC GRAN KI KAKAU 500G;PA0088;;;;S;;;;N;;;2024-12-21-10.37.17.000000;JORSALDA;2026-07-06-15.44.18.000000;JORSALDA;S;;;;3227;CHOC GRAN KI KAKAU 500G COLORIDO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3232;2380;;SALG BATATA PRINGLES 104G ORIGINAL;SALG BATATA PRINGLE 104G;9600400885;;;0;S;;;;N;;;2024-12-21-10.45.40.000000;MYGOMES;2026-08-24-19.27.16.000000;ALSOARES;S;;;;3232;SALG BATATA PRINGLES 104G ORIGINAL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3236;2340;UVA;GELATINA ZERO APTI 12G UVA;GELATINA ZERO APTI 12G;060065;;;0;S;;;;N;;;2024-12-21-10.55.03.000000;LUSENA;2026-08-24-19.27.37.000000;ALSOARES;S;;;;3236;GELATINA ZERO APTI 12G UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3239;2384;;SALG BATATA RUFFLES 200G ORIGINAL;SALG BATATA RUFFLES 200G;300061753;;;;S;;;;N;;;2024-12-21-11.06.44.000000;MYGOMES;2025-04-02-10.09.21.000000;MYGOMES;S;;;;3239;SALG BATATA RUFFLES 200G ORIGINAL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3240;2385;ORIGINAL;SALG BATATA OND PRATIC LEVE 250G ORIGINAL;SALG BATATA OND PRA 250G;;;;;S;;;;N;;;2024-12-21-11.10.17.000000;MYGOMES;2025-04-02-10.09.20.000000;MYGOMES;S;;;;3240;SALG BATATA OND PRATIC LEVE 250G ORIGINAL;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3242;2386;UVA;GELATINA LOWCUCAR STEVIA PLUS 10G UVA;GELATINA LOWCUCAR STEVIA;;;;;S;;;;N;;;2024-12-21-11.18.49.000000;LUSENA;2026-05-14-10.09.10.000000;ALSOARES;S;;;;3242;GELATINA LOWCUCAR STEVIA PLUS 10G UVA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3244;2386;MORANGO;GELATINA LOWCUCAR STEVIA PLUS 10G MORANGO;GELATINA LOWCUCAR STEVIA;5411;;;;S;;;;N;;;2024-12-21-11.25.37.000000;LUSENA;2026-05-14-10.09.18.000000;ALSOARES;S;;;;3244;GELATINA LOWCUCAR STEVIA PLUS 10G MORANGO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3246;2390;;SALG ALFITOS 35G FRANGO;SALG ALFITOS 35G FRANGO;1306;;;0;S;;;;N;;;2024-12-21-11.39.31.000000;MYGOMES;2026-08-24-19.27.44.000000;ALSOARES;S;;;;3246;SALG ALFITOS 35G FRANGO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3247;2392;PICANHA;SALG ELMA CHIPS PINGO DOURO 90G PICANHA;SALG ELMA CHIP PINGO 90G;;;;;S;;;;N;;;2024-12-21-11.47.19.000000;MYGOMES;2025-04-02-10.44.33.000000;MYGOMES;S;;;;3247;SALG ELMA CHIPS PINGO DOURO 90G PICANHA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3255;2397;;SALG ELMA CHIPS 45G CEBOLITOS;SALG ELMA CHIPS CEBO 45G;300061629;;;;S;;;;N;;;2024-12-23-08.54.02.000000;MYGOMES;2026-05-15-19.21.45.000000;ALSOARES;S;;;;3255;SALG ELMA CHIPS 45G CEBOLITOS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3259;2398;FUEGO;SALG TAKIS 49G FUEGO;SALG TAKIS 56G FUEGO;;;;;S;;;;N;;;2024-12-23-09.16.09.000000;MYGOMES;2026-08-25-10.06.59.000000;RAQUINES;S;;;;3259;SALG TAKIS 49G FUEGO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3261;2400;;SALG YOKITOS 108G ANEIS CEBOLA;SALG YOKITOS 108G ANEIS;8216;;;0;S;;;;N;;;2024-12-23-09.19.58.000000;MYGOMES;2026-08-13-15.59.14.000000;ALSOARES;S;;;;3261;SALG YOKITOS 108G ANEIS CEBOLA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3262;2401;;SALG ELMA CHIPS 91G CEBOLITOS;SALG ELMA CHIPS 91G CEBO;300061628;;;;S;;;;N;;;2024-12-23-09.23.47.000000;MYGOMES;2026-06-11-20.04.16.000000;ALSOARES;S;;;;3262;SALG ELMA CHIPS 91G CEBOLITOS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3264;2402;FUEGO;SALG TAKIS 90G FUEGO;SALG TAKIS 90G FUEGO;;;;;S;;;;N;;;2024-12-23-09.31.22.000000;MYGOMES;2026-02-13-18.08.43.000000;MYGOMES;S;;;;3264;SALG TAKIS 90G FUEGO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3265;2402;HOT CHILLI;SALG TAKIS 90G HOT CHILLI;SALG TAKIS 90G HOT CHILL;4860;;;;S;;;;N;;;2024-12-23-09.34.31.000000;MYGOMES;2026-02-13-18.08.43.000000;MYGOMES;S;;;;3265;SALG TAKIS 90G HOT CHILLI;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3268;2405;;GERGELIM CERELUS 250G;GERGELIM CERELUS 250G;000051;;;0;S;;;;N;;;2024-12-23-10.17.24.000000;LUSENA;2026-07-20-09.49.50.000000;ANTONYR;S;;;;3268;GERGELIM CERELUS 250G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3269;2406;;SALG KEVYTOS SHOW 38G CHURRASCO;SALG KEVYTOS SHOW 38G CH;;;;0;S;;;;N;;;2024-12-23-10.18.21.000000;MYGOMES;2026-08-24-19.28.20.000000;ALSOARES;S;;;;3269;SALG KEVYTOS SHOW 38G CHURRASCO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3274;2410;;SALG BATATA OND YOKI 45G CHURRASCO;SALG BATATA OND YOKI 45G;8198;;;0;S;;;;N;;;2024-12-23-10.51.03.000000;MYGOMES;2026-08-13-16.00.09.000000;ALSOARES;S;;;;3274;SALG BATATA OND YOKI 45G CHURRASCO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3280;2414;;SALG ELMA CHIPS 190G CEBOLITOS;SALG ELMA CHIPS 190G CEB;;;;;S;;;;N;;;2024-12-23-11.15.03.000000;MYGOMES;2025-04-02-10.41.40.000000;MYGOMES;S;;;;3280;SALG ELMA CHIPS 190G CEBOLITOS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3288;2417;MALTADOS;GRANOLA CERELUS 250G MALTADOS;GRANOLA CERELUS 250G;000052;;;30;S;;;;N;;;2024-12-23-11.48.35.000000;LUSENA;2026-08-24-19.30.20.000000;ALSOARES;S;;;;3288;GRANOLA CERELUS 250G MALTADOS;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3291;2423;;SALG FANDANGOS 35G PRESUNTO;SALG FANDANGOS 35G PRESU;300061759;;;;S;;;;N;;;2024-12-23-14.18.48.000000;MYGOMES;2026-08-20-20.53.42.000000;ALSOARES;S;;;;3291;SALG FANDANGOS 35G PRESUNTO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3295;2429;;SALG KEVYTOS SHOW 38G QUEIJO;SALG KEVYTOS SHOW 38G QU;;;;0;S;;;;N;;;2024-12-24-08.46.23.000000;MYGOMES;2026-08-24-19.30.41.000000;ALSOARES;S;;;;3295;SALG KEVYTOS SHOW 38G QUEIJO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3296;2428;;CHA REAL MULTIERVAS 15G ERVA DOCE;CHA REAL MULTIERVAS 15G;;;;0;S;;;;N;;;2024-12-24-08.51.10.000000;LUSENA;2026-08-24-19.30.48.000000;ALSOARES;S;;;;3296;CHA REAL MULTIERVAS 15G ERVA DOCE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3307;2439;PARMESAO;SALG SNACK CHEEZ IT 65G PARMESAO;SALG SNACK CHEEZ IT 65G;3445;;;0;S;;;;N;;;2024-12-24-09.59.09.000000;MYGOMES;2026-08-24-19.31.49.000000;ALSOARES;S;;;;3307;SALG SNACK CHEEZ IT 65G PARMESAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3308;2440;;SALG FANDANGOS 35G QUEIJO;SALG FANDANGOS 35G QUEIJ;300061738;;;;S;;;;N;;;2024-12-24-10.06.52.000000;MYGOMES;2026-08-13-16.03.32.000000;ALSOARES;S;;;;3308;SALG FANDANGOS 35G QUEIJO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3310;2442;;SALG BOLA CHEETOS 33G QUEIJO SUICO;SALG BOLA CHEETOS 33G QU;300061656;;;;S;;;;N;;;2024-12-24-10.17.26.000000;MYGOMES;2026-05-15-19.28.31.000000;ALSOARES;S;;;;3310;SALG BOLA CHEETOS 33G QUEIJO SUICO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3325;2449;SUPER CHEDDAR;SALG CHEETOS CRUNCHY 78G SUPER CHEDDAR;SALG CHEETOS CRUNCHY 78G;300060435;;;;S;;;;N;;;2024-12-24-11.15.04.000000;MYGOMES;2025-04-02-10.54.51.000000;MYGOMES;S;;;;3325;SALG CHEETOS CRUNCHY 78G SUPER CHEDDAR;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3326;2446;CARAMELO;COBERT SELECTA 300G CARAMELO;COBERTURA SELECTA 300G;6378;;;;S;;;;N;;;2024-12-24-11.17.04.000000;JORSALDA;2026-07-14-08.37.35.000000;JORSALDA;S;;;;3326;COBERT SELECTA 300G CARAMELO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3332;2452;;SALG DORITOS 84G QUEIJO NACHO;SALG DORITOS 84G QUEIJO;;;;;S;;;;N;;;2024-12-24-11.39.01.000000;MYGOMES;2025-04-02-11.06.25.000000;MYGOMES;S;;;;3332;SALG DORITOS 84G QUEIJO NACHO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3334;2446;CHOC;COBERT SELECTA 300G CHOC;COBERTURA SELECTA 300G C;6351;;;;S;;;;N;;;2024-12-26-07.48.48.000000;JORSALDA;2026-07-02-17.27.55.000000;JORSALDA;S;;;;3334;COBERT SELECTA 300G CHOC;;;;;;;;;N;;;;;;;;;2024-12-26-07.53.44.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3338;2456;;SALG DORITOS 78G PIZZA;SALG DORITOS 78G PIZZA;300057653;;;;S;;;;N;;;2024-12-26-08.11.27.000000;MYGOMES;2025-04-02-11.06.25.000000;MYGOMES;S;;;;3338;SALG DORITOS 78G PIZZA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3339;2457;;SALG LUA CHEETOS 125G PARMESAO;SALG LUA CHEETOS 125G PA;;;;;S;;;;N;;;2024-12-26-08.18.27.000000;MYGOMES;2025-04-02-10.51.29.000000;MYGOMES;S;;;;3339;SALG LUA CHEETOS 125G PARMESAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3343;2463;;SALG BOLA CHEETOS 125G QUEIJO SUICO;SALG BOLA CHEETOS 125G Q;300061866;;;;S;;;;N;;;2024-12-26-08.40.50.000000;MYGOMES;2026-08-13-16.10.09.000000;ALSOARES;S;;;;3343;SALG BOLA CHEETOS 125G QUEIJO SUICO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3353;2468;KETCHUP HEINZ;SALG DORITOS 110G KETCHUP HEINZ;SALG DORITOS 110G;300061985;;;;S;;;;N;;;2024-12-26-09.02.58.000000;MYGOMES;2026-08-13-16.11.25.000000;ALSOARES;S;;;;3353;SALG DORITOS 110G KETCHUP HEINZ;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3355;2469;;SALG ONDA CHEETOS 230G REQUEIJAO;SALG ONDA CHEETOS 230G R;;;;;S;;;;N;;;2024-12-26-09.13.46.000000;MYGOMES;2025-04-02-10.52.52.000000;MYGOMES;S;;;;3355;SALG ONDA CHEETOS 230G REQUEIJAO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;
3356;2470;;SALG DORITOS 210G QUEIJO NACHO;SALG DORITOS 210G QUEIJO;300052910;;;;S;;;;N;;;2024-12-26-09.17.56.000000;MYGOMES;2026-05-15-19.36.18.000000;ALSOARES;S;;;;3356;SALG DORITOS 210G QUEIJO NACHO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3361;2424;QUEIJO;SALG YOKITOS CONCHINHA 153G QUEIJO;SALG YOKITOS CONCHI 153G;8113;;;0;S;;;;N;;;2024-12-26-09.38.56.000000;MYGOMES;2026-08-13-16.12.22.000000;ALSOARES;S;;;;3361;SALG YOKITOS CONCHINHA 153G QUEIJO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3370;2475;;COCO RALADO DUCOCO 100G UMIDO;COCO RALADO DUCOCO 100G;;;;0;S;;;;N;;;2024-12-26-10.14.39.000000;JORSALDA;2026-08-24-19.35.06.000000;ALSOARES;S;;;;3370;COCO RALADO DUCOCO 100G UMIDO;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3372;2479;MORANGO CHOC;BARRA CER RITTER 25G MORANGO CHOC;BARRA CEREAL RITTER 25G;7936;;;0;S;;;;N;;;2024-12-26-10.24.52.000000;LUSENA;2026-08-24-19.35.32.000000;ALSOARES;S;;;;3372;BARRA CER RITTER 25G MORANGO CHOC;;;;;;;;;N;;;;;;;;;2024-12-26-10.26.51.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3373;2482;;CALDO MAGGI 57G CARNE;CALDO MAGGI 57G CARNE;;;;0;S;;;;N;;;2024-12-26-10.27.01.000000;MYGOMES;2026-08-24-19.35.45.000000;ALSOARES;S;;;;3373;CALDO MAGGI 57G CARNE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3379;2486;;CALDO MAGGI 114G CARNE;CALDO MAGGI 114G CARNE;000000000012350073;;;0;S;;;;N;;;2024-12-26-10.55.25.000000;MYGOMES;2026-08-24-19.36.40.000000;ALSOARES;S;;;;3379;CALDO MAGGI 114G CARNE;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3384;2491;;CALDO GALINHA APTI 57G;CALDO GALINHA APTI 57G;;;;0;S;;;;N;;;2024-12-26-11.34.56.000000;MYGOMES;2026-08-24-19.37.07.000000;ALSOARES;S;;;;3384;CALDO GALINHA APTI 57G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3398;2498;PURO S ACUCAR;COCO RALADO ZAM E BOM 100G PURO S ACUCAR;COCO RALADO ZAM E BOM 10;05;;;0;S;;;;N;;;2024-12-26-14.34.48.000000;JORSALDA;2026-08-03-13.17.18.000000;ALSOARES;S;;;;3398;COCO RALADO ZAM E BOM 100G PURO S ACUCAR;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3412;2506;;CREME LEITE NESTLE LT 300G;CREME LEITE NESTLE LT 30;000000000000411201;;;0;S;;;;N;;;2024-12-26-15.56.38.000000;JORSALDA;2026-08-03-13.17.38.000000;ALSOARES;S;;;;3412;CREME LEITE NESTLE LT 300G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3415;2508;;CREME LEITE ITALAC TP 200G;CREME LEITE ITALAC TP 20;;;;0;S;;;;N;;;2024-12-26-16.23.35.000000;JORSALDA;2026-08-24-19.42.20.000000;ALSOARES;S;;;;3415;CREME LEITE ITALAC TP 200G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3422;2515;COSTELA;CALDO KNOR 57G COSTELA;CALDO KNORR 57G COSTELA;38011;;;0;S;;;;N;;;2024-12-26-16.58.54.000000;MYGOMES;2026-07-29-17.25.06.000000;ALSOARES;S;;;;3422;CALDO KNOR 57G COSTELA;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3423;36782;ZERO LACTOSE;CREME LEITE NESTLE TP ZR LACT 200G ZERO LACTOSE;CREME LEITE NESTLE TP ZR;000000000012355348;;;0;S;;;;N;;;2024-12-26-17.06.59.000000;JORSALDA;2026-08-24-19.42.44.000000;ALSOARES;S;;;;3423;CREME LEITE NESTLE TP ZR LACT 200G ZERO LACTOSE;;;;;;;;;N;;;;;;;;;2025-01-23-17.15.06.000000;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3426;2519;;CREME QUEIJO APTI 68G;CREME APTI 68G QUEIJO;041335;;;0;S;;;;N;;;2024-12-26-17.46.52.000000;MYGOMES;2026-08-24-19.43.12.000000;ALSOARES;S;;;;3426;CREME QUEIJO APTI 68G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3427;2520;;CREME CEBOLA APTI 68G;CREME APTI 68G CEBOLA;041336;;;0;S;;;;N;;;2024-12-26-17.52.38.000000;MYGOMES;2026-08-24-19.43.23.000000;ALSOARES;S;;;;3427;CREME CEBOLA APTI 68G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
3428;2521;;CREME CEBOLA MAGGI 68G;CREME CEBOLA MAGGI 68G;415385;;;0;S;;;;N;;;2024-12-26-17.57.38.000000;MYGOMES;2026-08-24-19.43.32.000000;ALSOARES;S;;;;3428;CREME CEBOLA MAGGI 68G;;;;;;;;;N;;;;;;;;;;N;N;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;;;0
