CODIGO_EMPRESA;EMPRESA;DATA_ENTRADA;NUMERO_NF;SERIE_NF;CGO;REDE;CODIGO_FORNECEDOR;FORNECEDOR;SITUACAO_FINANCEIRA;DATA_VENCIMENTO;DATA_PAGAMENTO;VALOR_PRODUTOS_NF;VALOR_TOTAL_NF;VALOR_FINANCEIRO_TITULOS;VALOR_PAGO;SALDO_ABERTO;DIFERENCA_TOTAL_NF_FIN;STATUS_CONCILIACAO
16;016-BAKLIZI;05/05/2026;2778697;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/05/2026;;R$ 7.800,00;R$ 8.127,60;R$ 8.127,60;R$ 0,00;R$ 8.127,60;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;05/05/2026;2778770;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/05/2026;28/05/2026;R$ 1.473,88;R$ 1.489,00;R$ 1.489,00;R$ 1.489,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;05/05/2026;2779061;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/05/2026;;R$ 25.676,81;R$ 25.676,81;R$ 25.676,81;R$ 0,00;R$ 25.676,81;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;05/08/2026;2847252;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 317,52;R$ 317,52;R$ 317,52;R$ 317,52;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;05/08/2026;2847253;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 450,84;R$ 450,84;R$ 450,84;R$ 450,84;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;05/08/2026;2847255;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 952,68;R$ 952,68;R$ 952,68;R$ 952,68;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;05/08/2026;2847323;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 162,83;R$ 162,83;R$ 162,83;R$ 162,83;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;05/08/2026;2847324;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 162,83;R$ 162,83;R$ 162,83;R$ 162,83;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;05/08/2026;2847325;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 1.608,51;R$ 1.614,75;R$ 1.614,75;R$ 1.614,75;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;05/08/2026;2847337;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 3.881,19;R$ 3.932,90;R$ 3.932,90;R$ 3.932,90;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;05/08/2026;2847440;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 23.791,48;R$ 24.790,72;R$ 24.790,72;R$ 24.790,72;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;06/02/2026;2722902;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 2.708,45;R$ 2.727,66;R$ 2.727,66;R$ 2.727,66;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;06/02/2026;2722905;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 1.414,96;R$ 1.454,70;R$ 1.454,70;R$ 1.454,70;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;06/02/2026;2722906;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 3.249,09;R$ 3.249,09;R$ 3.249,09;R$ 3.249,09;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;06/02/2026;2722907;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 1.683,11;R$ 1.707,14;R$ 1.707,14;R$ 1.707,14;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;06/03/2026;2735333;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;27/03/2026;27/03/2026;R$ 3.914,50;R$ 3.924,39;R$ 3.924,39;R$ 3.924,39;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;06/05/2026;2777855;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;27/05/2026;27/05/2026;R$ 1.850,84;R$ 1.907,20;R$ 1.907,20;R$ 1.907,20;R$ 0,00;R$ 0,00;CONCILIADO 100%
1;001-BAKLIZI;06/06/2026;2805943;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 288,24;R$ 317,64;R$ 317,64;R$ 317,64;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;06/06/2026;2805970;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 2.775,44;R$ 2.775,44;R$ 2.775,44;R$ 2.775,44;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;06/06/2026;2805975;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 3.903,09;R$ 3.999,81;R$ 3.999,81;R$ 3.999,81;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;06/07/2026;2826802;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 6.320,37;R$ 6.419,85;R$ 6.419,85;R$ 6.419,85;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;06/08/2026;2847241;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 516,36;R$ 516,36;R$ 516,36;R$ 516,36;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;06/08/2026;2847258;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 1.029,48;R$ 1.029,48;R$ 1.029,48;R$ 1.029,48;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;06/08/2026;2850481;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 4.197,09;R$ 4.285,29;R$ 4.285,29;R$ 4.285,29;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;06/08/2026;2850544;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 1.276,58;R$ 1.320,08;R$ 1.320,08;R$ 1.320,08;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;06/08/2026;2850545;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 176,32;R$ 176,32;R$ 176,32;R$ 176,32;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;06/08/2026;2850546;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 3.990,95;R$ 4.091,04;R$ 4.091,04;R$ 4.091,04;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;06/08/2026;2850556;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 6.340,00;R$ 6.340,00;R$ 6.340,00;R$ 6.340,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;06/08/2026;2850558;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 37.545,87;R$ 39.122,78;R$ 39.122,78;R$ 39.122,78;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;06/08/2026;2850559;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 1.946,52;R$ 2.028,27;R$ 2.028,27;R$ 2.028,27;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;06/08/2026;2850562;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 26.281,02;R$ 27.384,82;R$ 27.384,82;R$ 27.384,82;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;07/02/2026;2720234;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;26/02/2026;26/02/2026;R$ 614,42;R$ 614,42;R$ 614,42;R$ 614,42;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;07/04/2026;2726860;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;07/04/2026;;R$ 2.504,58;R$ 2.508,97;R$ 2.508,97;R$ 0,00;R$ 2.508,97;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;07/04/2026;2745092;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;13/04/2026;13/04/2026;R$ 9.732,82;R$ 9.856,22;R$ 9.856,22;R$ 9.856,22;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;07/04/2026;2759011;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/04/2026;30/04/2026;R$ 1.948,68;R$ 1.978,08;R$ 1.978,08;R$ 1.978,08;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;07/05/2026;2764098;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;08/05/2026;26/05/2026;R$ 8.542,65;R$ 8.542,65;R$ 8.542,65;R$ 8.542,65;R$ 0,00;R$ 0,00;CONCILIADO 100%
15;015-CD;07/05/2026;2782154;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/06/2026;03/06/2026;R$ 15.912,00;R$ 15.912,00;R$ 15.912,00;R$ 15.912,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
15;015-CD;07/05/2026;2782156;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/06/2026;03/06/2026;R$ 9.282,00;R$ 9.282,00;R$ 9.282,00;R$ 9.282,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
15;015-CD;07/05/2026;2782158;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/06/2026;03/06/2026;R$ 13.923,00;R$ 13.923,00;R$ 13.923,00;R$ 13.923,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;07/07/2026;2826503;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 3.852,32;R$ 3.884,83;R$ 3.884,83;R$ 3.884,83;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;07/07/2026;2826763;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 7.491,38;R$ 7.806,02;R$ 7.806,02;R$ 7.806,02;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;07/07/2026;2826764;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 1.492,30;R$ 1.517,27;R$ 1.517,27;R$ 1.517,27;R$ 0,00;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;07/07/2026;2826769;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 7.955,00;R$ 8.072,15;R$ 8.072,15;R$ 8.072,15;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;07/08/2026;2847249;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/08/2026;28/08/2026;R$ 614,70;R$ 614,70;R$ 614,70;R$ 614,70;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;07/08/2026;2850536;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 171,82;R$ 171,82;R$ 171,82;R$ 171,82;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;07/08/2026;2850538;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 1.311,12;R$ 1.390,54;R$ 1.390,54;R$ 1.390,54;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;07/08/2026;2850540;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 550,44;R$ 550,44;R$ 550,44;R$ 550,44;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;07/08/2026;2850550;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;02/09/2026;02/09/2026;R$ 6.999,81;R$ 7.105,04;R$ 7.105,04;R$ 7.105,04;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;08/04/2026;2744383;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;10/04/2026;10/04/2026;R$ 3.135,32;R$ 3.185,64;R$ 3.185,64;R$ 3.185,64;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;08/04/2026;2749324;1;290;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;17/04/2026;17/04/2026;R$ 3.059,59;R$ 3.088,99;R$ 3.088,99;R$ 3.088,99;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;08/04/2026;2758773;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/04/2026;30/04/2026;R$ 2.334,25;R$ 2.353,85;R$ 2.353,85;R$ 2.353,85;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;08/04/2026;2759012;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/04/2026;30/04/2026;R$ 2.080,22;R$ 2.080,22;R$ 2.080,22;R$ 2.080,22;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;08/05/2026;2779018;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;28/05/2026;;R$ 4.668,11;R$ 4.728,71;R$ 4.728,71;R$ 0,00;R$ 4.728,71;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;08/05/2026;2779020;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;28/05/2026;28/05/2026;R$ 1.110,24;R$ 1.128,15;R$ 1.128,15;R$ 1.128,15;R$ 0,00;R$ 0,00;CONCILIADO 100%
15;015-CD;08/06/2026;2783400;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;23/06/2026;23/06/2026;R$ 6.507,60;R$ 6.507,60;R$ 6.507,60;R$ 6.507,60;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;08/06/2026;2805948;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 1.774,81;R$ 1.860,25;R$ 1.860,25;R$ 1.860,25;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;08/06/2026;2805952;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 17.005,09;R$ 17.005,09;R$ 17.005,09;R$ 17.005,09;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;08/07/2026;2826768;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 10.133,66;R$ 10.271,77;R$ 10.271,77;R$ 10.271,77;R$ 0,00;R$ 0,00;CONCILIADO 100%
17;017-BAKLIZI;08/08/2026;2852749;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;04/09/2026;;R$ 3.786,05;R$ 3.903,66;R$ 3.903,66;R$ 0,00;R$ 3.903,66;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;08/08/2026;2852761;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;04/09/2026;;R$ 3.535,47;R$ 3.578,65;R$ 3.578,65;R$ 0,00;R$ 3.578,65;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;09/02/2026;2722892;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 47.668,95;R$ 49.671,03;R$ 49.671,03;R$ 49.671,03;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;09/02/2026;2722893;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 5.739,75;R$ 5.980,82;R$ 5.980,82;R$ 5.980,82;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;09/02/2026;2722904;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 3.241,89;R$ 3.241,89;R$ 3.241,89;R$ 3.241,89;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;09/02/2026;2722908;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 1.549,08;R$ 1.549,08;R$ 1.549,08;R$ 1.549,08;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;09/02/2026;2722909;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 5.264,45;R$ 5.296,87;R$ 5.296,87;R$ 5.296,87;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;09/02/2026;2722978;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/03/2026;06/03/2026;R$ 423,41;R$ 443,01;R$ 443,01;R$ 443,01;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;09/02/2026;2723667;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;09/03/2026;09/03/2026;R$ 90,00;R$ 90,00;R$ 90,00;R$ 90,00;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;09/02/2026;2723695;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;09/03/2026;;R$ 5.878,32;R$ 5.911,50;R$ 5.911,50;R$ 0,00;R$ 5.911,50;R$ 0,00;CONCILIADO 100%
13;013-BAKLIZI;09/02/2026;2723697;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;09/03/2026;09/03/2026;R$ 3.771,93;R$ 3.836,50;R$ 3.836,50;R$ 3.836,50;R$ 0,00;R$ 0,00;CONCILIADO 100%
11;011-BAKLIZI;09/03/2026;2735372;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;30/03/2026;30/03/2026;R$ 6.094,16;R$ 6.181,44;R$ 6.181,44;R$ 6.181,44;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;09/03/2026;2738016;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 12.740,84;R$ 12.799,64;R$ 12.799,64;R$ 12.799,64;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;09/03/2026;2738021;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 2.885,52;R$ 2.914,92;R$ 2.914,92;R$ 2.914,92;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;09/03/2026;2738023;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 2.915,36;R$ 2.915,36;R$ 2.915,36;R$ 2.915,36;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;09/03/2026;2738024;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 1.068,90;R$ 1.068,90;R$ 1.068,90;R$ 1.068,90;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;09/03/2026;2738059;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 697,84;R$ 721,43;R$ 721,43;R$ 721,43;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;09/03/2026;2738060;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;03/04/2026;;R$ 3.642,94;R$ 3.730,90;R$ 3.730,90;R$ 0,00;R$ 3.730,90;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;09/03/2026;2738066;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 1.573,63;R$ 1.604,19;R$ 1.604,19;R$ 1.604,19;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;09/03/2026;2738069;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 9.271,34;R$ 9.660,73;R$ 9.660,73;R$ 9.660,73;R$ 0,00;R$ 0,00;CONCILIADO 100%
16;016-BAKLIZI;09/03/2026;2738070;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;01/04/2026;01/04/2026;R$ 43.256,85;R$ 45.073,63;R$ 45.073,63;R$ 45.073,63;R$ 0,00;R$ 0,00;CONCILIADO 100%
18;018-BAKLIZI;09/04/2026;2739600;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;EM ABERTO;10/04/2026;;R$ 5.236,07;R$ 5.265,26;R$ 5.265,26;R$ 0,00;R$ 5.265,26;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;09/04/2026;2762112;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;06/05/2026;06/05/2026;R$ 694,28;R$ 733,17;R$ 733,17;R$ 733,17;R$ 0,00;R$ 0,00;CONCILIADO 100%
2;002-BAKLIZI;09/05/2026;2767960;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;14/05/2026;26/05/2026;R$ 4.998,51;R$ 5.011,57;R$ 5.011,57;R$ 5.011,57;R$ 0,00;R$ 0,00;CONCILIADO 100%
14;014-BAKLIZI;09/05/2026;2771422;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;20/05/2026;20/05/2026;R$ 2.166,98;R$ 2.250,02;R$ 2.250,02;R$ 2.250,02;R$ 0,00;R$ 0,00;CONCILIADO 100%
6;006-BAKLIZI;09/06/2026;2805972;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 1.240,70;R$ 1.298,14;R$ 1.298,14;R$ 1.298,14;R$ 0,00;R$ 0,00;CONCILIADO 100%
7;007-BAKLIZI;09/06/2026;2805973;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 2.095,88;R$ 2.190,05;R$ 2.190,05;R$ 2.190,05;R$ 0,00;R$ 0,00;CONCILIADO 100%
8;008-BAKLIZI;09/06/2026;2805974;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 470,57;R$ 503,87;R$ 503,87;R$ 503,87;R$ 0,00;R$ 0,00;CONCILIADO 100%
5;005-BAKLIZI;09/06/2026;2806012;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;03/07/2026;03/07/2026;R$ 2.485,51;R$ 2.556,70;R$ 2.556,70;R$ 2.556,70;R$ 0,00;R$ 0,00;CONCILIADO 100%
12;012-BAKLIZI;09/07/2026;2826801;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;31/07/2026;31/07/2026;R$ 9.790,47;R$ 9.854,94;R$ 9.854,94;R$ 9.854,94;R$ 0,00;R$ 0,00;CONCILIADO 100%
3;003-BAKLIZI;09/07/2026;2830033;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;05/08/2026;05/08/2026;R$ 9.723,55;R$ 9.978,23;R$ 9.978,23;R$ 9.978,23;R$ 0,00;R$ 0,00;CONCILIADO 100%
4;004-BAKLIZI;09/07/2026;2830038;1;1;COOPERATIVA SANTA CLARA;14322;COOPERATIVA SANTA CLARA LTDA;QUITADO;05/08/2026;05/08/2026;R$ 5.167,70;R$ 5.275,24;R$ 5.275,24;R$ 5.275,24;R$ 0,00;R$ 0,00;CONCILIADO 100%
