COMPRADOR;CODIGO_FORNECEDOR_PRINCIPAL;FORNECEDOR_PRINCIPAL;SUBGRUPO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM;PERC_ACM;PRECO_CUSTO;PRECO_VENDA;MARGEM_ATUAL;MARGEM_OBJETIVA;QTD_VENDIDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_LOJA;ESTOQUE_DEPOSITO;PENDENTE_EXPEDIR_CD
JOAO BATISTA;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;ACESSORIOS PERFUM CABELO;24336;SH NEUTROX 300ML SOL MAR PISC;12;96,8;6,82;9,49;28,13;24;98;158;314;213;0;0
JOAO BATISTA;18958;CDC INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;18984;GEL JAY LUC FIXADOR EXTRA FORT 240G VERDE;24;97,5;5,31;7,89;32,7;32;97;144;336;65;0;0
JOAO BATISTA;13363;AM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;16942;CR TRAT HEDERA SH 960G LIS PERF;6;96,2;7;10,79;35,13;35;97;84;168;164;18;30
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8140;SH ANTIC CLEAR 400ML ICE COOL MENTOL;12;87,1;23,61;32,99;28,43;30;96;104;176;75;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8306;SH PANTENE 400ML HIDRATACAO;6;89,3;21,99;27,69;20,59;28;95;60;108;73;72;18
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8151;SH ANTIC CLEAR 200ML WOMEN HIDRATACAO INT;12;92,8;13,79;18,99;27,38;30;94;106;238;187;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8331;SH SEDA 300ML JUNTINHOS TODOS OS TIPOS;12;95,9;7,77;11,89;34,65;28;93;168;336;95;0;72
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8340;SH SEDA 325ML COLAGENO E VITA;12;96,1;7,64;11,89;35,74;28;91;128;284;96;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;4974;COND ELSEVE 200ML LISO SONHOS E;12;90,5;17,31;25,79;32,88;28;91;84;138;108;0;12
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5338;CR TRAT PENTEAR VINI LADY 900G ABACATE E TAMAR;6;94,7;9,68;14,99;35,42;35;91;78;162;30;6;42
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;9233;CR TRAT VINI LADY SC 700G LISO INTENSO;12;96,8;6,98;10,49;33,46;35;89;120;264;169;36;144
JOAO BATISTA;3264;NILO TOZZO E CIA LTDA.;ACESSORIOS PERFUM CABELO;12279;AGUA OXIG BUTTERF 30V 100ML;12;98,9;2,2;4,09;46,21;35;89;148;304;383;0;24
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;5028;COND PANTENE 175ML HIDRATACAO;1;94,2;12,24;16,79;27,1;28;89;48;96;44;27;36
JOAO BATISTA;3264;NILO TOZZO E CIA LTDA.;ACESSORIOS PERFUM CABELO;12278;AGUA OXIG BUTTERF 20V 100ML;1;99,1;2,2;3,69;40,38;35;88;172;304;141;0;12
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5347;CR TRAT PENTEAR VINI LADY 900G REPARACAO TOTAL;6;95;10,29;14,99;31,35;35;88;78;156;116;36;60
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5346;CR TRAT PENTEAR VINI LADY 900G PRETO ABSOLUTO;6;95;8,99;14,99;40,03;35;87;66;132;65;78;42
JOAO BATISTA;8714;BASTON DO BRASIL PRODUTOS QUIMICO LTDA;ACESSORIOS PERFUM CABELO;24302;SH ABOVE ANTICASPA MENTOL 325ML;12;94,3;11,99;16,69;28,16;28;87;172;316;166;0;0
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;9234;CR TRAT VINI LADY SC 700G ONDAS E CACHOS;12;96,9;7,29;10,49;30,51;35;85;120;264;161;22;96
JOAO BATISTA;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;ACESSORIOS PERFUM CABELO;19805;KIT SH CD PANTENE 400 175ML BAMBU;6;88,5;23,9;33,19;27,99;28;85;137;227;91;36;6
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;9232;CR TRAT VINI LADY SC 700G HIDRAT INTENSA;12;96,9;6,98;10,49;33,46;35;85;120;264;174;0;84
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;5057;COND SEDA 300ML LUMINOUS UV;12;95,4;9,71;14,39;32,52;25;85;162;318;33;0;24
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;5294;CR PENT MONANGE 300ML QUIMICA S DRAMA;12;96,6;8,48;11,59;26,83;30;84;116;250;110;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8222;KIT ELSEVE SH COND 375ML 170ML HIALUR;6;84,3;35,48;48,99;27,58;28;84;96;174;73;6;66
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8145;SH ANTIC CLEAR 200ML MEN CONTR ALIV COC;12;93,9;0;18,99;100;28;82;122;278;100;0;0
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;8397;SH VINI LADY 325ML BRILHO INTENSO;12;97,6;5,69;8,99;36,71;28;82;122;266;92;24;108
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5339;CR TRAT PENTEAR VINI LADY 900G BRILHO INTENSO;6;95,4;9,68;14,99;35,42;35;82;60;120;88;54;12
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;8407;SH VINI LADY 325ML ONDAS E CACHOS;12;97,6;6,55;8,99;27,14;28;81;80;176;61;0;48
JOAO BATISTA;7436;DI HELLEN IND. DE COSMETICO LTDA;ACESSORIOS PERFUM CABELO;18978;GEL FIX DI HELLEN BRI M ERV DIA DI A 240G;12;97,6;6,3;9,29;32,19;32;80;100;220;122;114;60
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;15657;CD MONANGE 325ML BOOST CRESC;12;96;9,98;13,89;28,15;28;79;96;216;119;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8292;SH PANTENE 175ML LISO EXTREMO;6;95,5;12;15,39;22,03;27;78;118;202;153;90;30
JOAO BATISTA;2787;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;4499;BUCHA VEGETAL VINI LADY 5003;1;91,8;8,98;26,59;66,23;40;76;82;117;24;44,6;57
JOAO BATISTA;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACESSORIOS PERFUM CABELO;8268;SHAMPOO PALMOLIVE 350ML CUIDADO ABSOLUT;6;96,9;8,9;11,99;25,77;24;75;116;194;147;0;12
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8223;KIT ELSEVE SH COND 375ML 170ML RT5;6;85,6;35,48;48,99;27,58;28;75;102;180;90;12;66
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;15658;CD MONANGE 325ML DETOX TERAPIA;12;96,3;9,98;13,89;28,15;28;74;108;234;75;0;0
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5329;CR PENT VINI LADY 290G LISO INTENSO;24;97,3;7,9;10,69;26,1;30;74;186;408;248;0;48
JOAO BATISTA;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACESSORIOS PERFUM CABELO;8266;SHAMPOO PALMOLIVE 350ML CERAMIDAS FORCE;6;97;8,73;11,99;27,19;24;73;122;200;112;0;0
JOAO BATISTA;3264;NILO TOZZO E CIA LTDA.;ACESSORIOS PERFUM CABELO;10283;SH MONANGE 325ML REST Q GOSTO;12;98;6,29;8,79;28,44;28;73;110;218;28;5;51
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;36026;SERUM TOQUE DE SEDA 100ML;6;93,7;15,88;21,99;27,79;28;72;114;180;79;0;18
JOAO BATISTA;3527;FABIANO ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;18225;ESP P/BAN CONDOR BASICA L3P2 R8301;1;94,7;7,99;18,99;57,93;40;72;98;210;126;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8214;SH ELSEVE 200ML LISO SONHOS E;12;93,6;16,26;22,59;28,02;30;72;124;240;130;144;48
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;9236;CR TRAT VINI LADY SC 700G REPARACAO TOTAL;12;97,6;6,77;10,49;35,46;35;70;72;144;195;96;36
NJOUD HASSAN ZITAWI;6757;FLORENCE INDUSTRIA E COMERCIO LTDA;ACESSORIOS PERFUM CABELO;21843;PEN BONITTA SERRILHADO;1;99;2,43;4,99;51,3;35;70;0;0;196;0;3
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8382;SH TRESEMME 400ML RECONS E FORCA;12;93,7;18,5;22,99;19,53;28;70;90;198;160;0;24
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;5044;COND PANTENE 400ML RESTAURACAO;6;90,9;23,43;32,59;28,11;28;69;72;144;74;36;36
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;35119;CD PANTENE 250ML BOND REPAIR;12;92,5;19,46;26,99;27,9;28;69;80;176;146;96;24
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;35724;MASC TRAT TOQUE DE SEDA 300G SEDA;6;95,2;13,43;18,39;26,97;28;69;48;96;130;24;54
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;33703;SH SEDA 425ML CACHOS DEFINIDO;12;97,5;6,98;10,99;36,49;23,99;68;144;324;33;0;0
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;5293;CR PENT MONANGE 300ML LISOS TE QUERO;12;97,4;8,48;11,59;26,83;30;68;120;254;135;0;12
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8416;SH COND TRESEMME 350ML 175ML RECONST E FORCA;16;93,7;0;23,39;100;28;68;80;176;5;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;33710;SH SEDA 425ML LUMINOSO;12;97,6;6,14;10,99;44,13;23,99;67;182;350;38;10;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8380;SH TRESEMME 400ML HIDRAT PROFUN;12;93,9;17,86;22,99;22,31;28;67;110;218;134;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8413;SH COND TRESEMME 350ML 175ML BLINDAGEM ANTIF;16;93,8;0;23,39;100;28;67;84;180;10;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8224;SH HEAD SHOULDERS 200ML ANT COCEIRA;6;94,9;14,12;19,99;29,36;30;67;74;120;80;96;30
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8216;SH ELSEVE 200ML PURE HIALURONIC;12;94,3;16,26;22,59;28,02;30;65;132;252;184;96;12
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;8398;SH VINI LADY 325ML COCO;12;98,2;5,69;8,99;36,71;28;65;80;176;59;12;36
JOAO BATISTA;7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.;ACESSORIOS PERFUM CABELO;9484;ESPONJA SLOW FUN BANHO BLUP INF;1;98,2;3,83;8,99;57,4;40;65;120;264;127;0;0
JOAO BATISTA;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;ACESSORIOS PERFUM CABELO;24319;SH ELSEVE 400ML LISO DOS SONHO;12;89,1;30,15;41,89;28,03;24;64;104;192;126;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8233;SH HEAD SHOULDERS 200ML REMO OLEOSIDA;6;95,2;14,12;19,99;29,36;30;64;72;120;58;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;5065;COND SEDA 325ML COLAGENO E VITA;12;96,4;9,71;15,99;39,27;28;64;144;300;100;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;35118;SH PANTENE 510ML BOND REPAIR;12;88,8;31,44;43,69;28,04;28;63;90;198;223;25;24
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;5319;CR PENT SEDA 350ML BOOM VOLUME MAXIMO;12;97,5;8,48;11,99;29,27;30;63;110;242;65;0;0
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;5292;CR PENT MONANGE 300ML HIDRATA C PODER;12;97,6;8,48;11,59;26,83;30;63;106;238;39;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8290;SH PANTENE 175ML HIDRATACAO;6;96,6;12,61;15,39;18,06;27;63;96;171;96;12;30
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;8409;SH VINI LADY 325ML REPARACAO TOTAL;12;98,3;5,69;8,99;36,71;28;62;132;276;156;12;96
NJOUD HASSAN ZITAWI;6757;FLORENCE INDUSTRIA E COMERCIO LTDA;ACESSORIOS PERFUM CABELO;17770;ESC CAB RET DUAL;1;95,8;11,4;18,99;39,97;35;60;0;0;118;0;0
JOAO BATISTA;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACESSORIOS PERFUM CABELO;5011;COND PALMOLIVE 350ML NEUTRO;6;97,7;8,73;11,89;26,58;28;60;84;156;61;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;4970;COND ELSEVE 200ML GLYCOLIC GLOSS;12;93,9;18,53;25,79;28,15;28;60;90;198;154;48;24
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;9229;CR TRAT VINI LADY SC 700G BRILHO INTENSO;12;98,1;6,77;10,49;35,46;35;60;72;144;121;306;24
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;7093;MASC SEDA 300G CONC COLAGENO VIT;6;96;6,08;18,39;66,94;31;60;60;120;77;0;6
JOAO BATISTA;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA;ACESSORIOS PERFUM CABELO;24310;SH COTTONBABY SNOOPY 200ML TOQUE ALGODAO;12;97,8;7,56;11,49;34,2;34;60;102;234;125;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;9704;KIT ELSEVE SH 375ML COND 170ML CACHO SONHOS;6;88,3;35,48;48,99;27,58;28;59;114;192;106;78;48
JOAO BATISTA;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A;ACESSORIOS PERFUM CABELO;24320;SH ELSEVE 400ML LOREAL GLYCOLI;12;90;30,16;41,89;28;24;59;110;204;132;12;12
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;33712;CD SEDA 425ML LISO PERFEITO;12;98,1;7,39;10,29;28,18;28;59;158;326;-1;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;6747;LEAVE IN SEDA 110ML LUMINOUS UV;6;94,3;16;24,69;35,2;35;59;96;156;88;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8232;SH HEAD SHOULDERS 200ML PREV QUEDA;6;95,7;14,12;19,99;29,36;30;58;90;166;122;90;30
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5328;CR PENT VINI LADY 290G COCO;24;98,1;8,12;10,69;24,04;30;58;144;336;159;0;120
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;4994;COND MONANGE 325ML HIDRATA C/PODER;12;97,3;9,98;13,89;28,15;28;58;114;246;45;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8349;SH SEDA 325ML PREBIO BIOTINA;12;97,8;0;11,89;100;28;58;124;256;57;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8230;SH HEAD SHOULDERS 200ML MENTHOL REFRE;6;95,8;14,79;19,99;26,01;30;57;130;200;136;84;66
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;5394;CREME PENT SEDA 1KG SUPER HIDRAT;6;92,9;20,01;30,99;35,43;30;57;48;96;32;0;0
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;4993;COND MONANGE 325ML CACHOS QUE TAL;12;97,3;9,98;13,89;28,15;28;57;102;222;132;0;0
NJOUD HASSAN ZITAWI;6757;FLORENCE INDUSTRIA E COMERCIO LTDA;ACESSORIOS PERFUM CABELO;17753;ESC CAB M BONI USO VIOLET RET;1;97,1;8,91;14,99;40,56;35;57;0;0;124;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;5054;COND SEDA 300ML JUNTINHOS CACHOS;12;96,8;9,71;15,99;39,27;28;57;144;312;286;0;36
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8236;SH HEAD SHOULDERS 400ML ANTI COCEIRA;6;92;25,12;34,99;28,21;30;56;66;114;87;30;18
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;6244;GEL VINI LADY 220G LUXO B MOLH INC;24;98,4;6,56;9,69;32,3;32;56;138;330;207;24;0
JOAO BATISTA;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACESSORIOS PERFUM CABELO;9125;COND DARLING 350ML CERAMIDAS;6;97,7;8,21;12,89;36,31;28;56;72;138;65;0;0
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5331;CR PENT VINI LADY 290G REPARA TOTAL;24;98,2;7,82;10,69;26,85;30;55;192;456;244;0;72
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8286;SH PANTENE 175ML COLAGENO;1;97,1;14,27;15,39;7,28;28;55;98;176;146;56;30
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8414;SH COND TRESEMME 350ML 175ML BRILHO LAMELAR;16;95,2;0;23,39;100;28;54;84;180;17;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;15644;CD ELSEVE 400ML GLYCOLIC GLOSS;12;90,1;32,68;44,99;27,36;28;54;88;152;105;0;12
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;5021;COND PANTENE 150ML COLAGENO;12;97,1;12,23;15,79;22,55;28;54;80;176;147;12;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;4971;COND ELSEVE 200ML HIALURONICO;12;94,6;18,53;25,79;28,15;28;54;84;148;141;12;24
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8153;SH ANTIC CLEAR400ML LIMP DIAR 2 1;12;93;22,55;32,99;31,65;30;53;84;180;62;0;0
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;5301;CR PENT SEDA 300ML BABOSA/OLEOS;12;98,1;7,85;11,49;31,68;35;53;134;290;114;0;12
JOAO BATISTA;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACESSORIOS PERFUM CABELO;5003;COND PALMOLIVE 350ML CERAMIDAS FORCE;6;98;8,73;11,89;26,58;28;53;78;152;57;0;0
JOAO BATISTA;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA;ACESSORIOS PERFUM CABELO;8163;SH COLLIE 400ML VEGAN ANTIPULGAS;1;95;1,1;25,29;95,65;32;52;82;178;156;0;0
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;15660;CD NEUTROX 300ML SOL MAR PISC;12;98,3;7,51;10,49;28,41;28;52;0;0;295;0;0
NJOUD HASSAN ZITAWI;6757;FLORENCE INDUSTRIA E COMERCIO LTDA;ACESSORIOS PERFUM CABELO;21858;PEN M BONI USO DIA BASIC;1;98,8;3,87;7,99;51,56;35;52;0;0;135;7;1
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;5297;CR PENT PANTENE 240G HIDRATACAO;12;96,6;14,42;18,99;24,07;30;51;116;254;154;12;24
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8330;SH SEDA 300ML JUNTINHOS CRESPOS;12;98,1;7,77;11,89;34,65;28;51;156;324;108;0;0
JOAO BATISTA;3264;NILO TOZZO E CIA LTDA.;ACESSORIOS PERFUM CABELO;9134;COND MONANGE 325ML REST Q GOSTO;1;97,7;8,98;13,89;35,35;28;51;110;242;100;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8208;SH ELSEVE 200ML COLORVIVE;12;95,7;16,26;22,59;28,02;30;51;138;282;211;12;24
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8294;SH PANTENE 175ML RESTAURACAO PRO;6;97,4;12,41;15,39;19,36;27;50;66;132;84;72;24
JOAO BATISTA;13063;DALI PET DIST ALIM E ACESS PEQ ANIM LTDA;ACESSORIOS PERFUM CABELO;10282;SH MATACURA SARNICIDA 200ML;12;94,3;13,52;29,49;54,15;32;50;120;198;157;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;8288;SH PANTENE 175ML EQUIL ALGA MAR;6;97,5;11,99;15,39;22,09;27;49;104;188;175;72;42
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;34611;SH DOVE 370ML UV REPAIR GLOW;12;94,8;21,28;28,39;25,04;25;48;82;178;81;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;15670;CD PANTENE 250ML PRO V MIRACLES;12;95,4;19,47;25,79;24,51;28;47;124;254;174;0;24
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8210;SH ELSEVE 200ML GLYCOLIC GLOSS;12;96,3;16,26;22,59;28,02;30;46;130;274;154;12;84
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;5291;CR PENT MONANGE 300ML CACHOS QUE TAL;12;98,4;8,48;11,59;26,83;30;46;96;216;110;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;4976;COND ELSEVE 200ML PURE HIALURONIC;12;95,8;18,53;24,69;24,95;28;46;88;160;156;24;24
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;35120;CD PANTENE 510ML BOND REPAIR;1;91,2;35,14;47,99;26,78;28;45;90;198;152;59;24
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;4995;COND MONANGE 325ML LISOS TE QUERO;12;98,1;8,98;13,89;35,35;28;45;96;216;94;0;0
NJOUD HASSAN ZITAWI;6757;FLORENCE INDUSTRIA E COMERCIO LTDA;ACESSORIOS PERFUM CABELO;21848;PEN DUPLO;1;99,4;2,87;4,99;42,48;35;45;0;0;16;0;0
JOAO BATISTA;6643;ONIZ DISTRIBUIDORA LTDA.;ACESSORIOS PERFUM CABELO;5030;COND PANTENE 175ML LISO EXTREMO;1;97,5;12,63;16,79;24,78;28;45;66;126;99;95;30
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;10235;SH CLEAR MEN ANTIC 200ML ICE COOL MENTHO;12;97,1;14,73;18,99;22,43;30;45;0;0;122;0;0
JOAO BATISTA;6857;SGM INDUSTRIA DE COSMETICOS LTDA;ACESSORIOS PERFUM CABELO;5340;CR TRAT PENTEAR VINI LADY 900G COCO;6;97,9;9,68;14,99;35,42;35;44;78;156;28;0;90
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8218;SH ELSEVE 200ML RT5 REPARACAO;12;96,4;16,26;22,99;29,27;30;44;120;228;168;48;12
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8383;SH TRESEMME 400ML TRESPLEX;12;96,5;17,86;22,99;22,31;28;43;118;250;144;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8215;SH ELSEVE 200ML OLEO EXTR NUTRI;12;96,6;16,26;22,59;28,02;30;43;110;242;154;96;24
JOAO BATISTA;3266;NILO TOZZO DISTRIBUIDORA LTDA;ACESSORIOS PERFUM CABELO;8255;SH MONANGE 325ML HIDRATA C PODER;12;98,9;6,29;8,79;28,44;28;43;162;306;15;48;240
JOAO BATISTA;17017;ZAFFALON E CIA LTDA;ACESSORIOS PERFUM CABELO;8182;SH DOVE 350ML BOND INTENSE;12;95,7;22,86;26,79;14,67;25;43;46;106;65;0;0
JOAO BATISTA;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA;ACESSORIOS PERFUM CABELO;8211;SH ELSEVE 200ML HIALURONICO;12;96,6;16,26;22,59;28,02;30;43;124;268;226;120;0
