NROEMPRESA;NUMERONF;SERIENF;TIPOTABELA;STATUSNF;NROSERIEECF;DTAEMISSAO;TIPNOTAFISCAL;VLRTOTAL;SEQPESSOA;NOMERAZAO;SEQNOTAFISCAL;NFECHAVEACESSO;INDEMISSAONF;DESCSTATUSNFE;STATUSNFE;DANFEEMITIDA;DTAIMPRESSAO;NFEAMBIENTE;NFEDTACANC;NFENROPROTCANC;NFEDTAENV;NFENROPROTENVIO;USUEMITIU;NROCARGA;INDENVIACANCELAMENTO;LINKERP;CODGERALOPER;INDLIBERADAINUTILIZACAO;APPORIGEM;INDRETORNOEVENTO;DTAVENCIMENTO;DTARECEBIMENTO;OBSERVACAOLF;TIPPEDIDOCOMPRA;NFREFERENCIANRO;NFREFERENCIASERIE;SEQNF;NUMERORPS;NUMERONFSE;NUMERONFPAINEL;MODELO;SEQPESSOATOMADORNFSE
11;5;700;N;V;;2026-02-03-00.00.00.000000;E;438,02;11;SUPERMERCADO BAKLIZI LTDA;122487;43260200610350001818557000000000051874499625;S;Autorizada;4;;;P;;;2026-02-04-09.03.22.000000;243260037690221;DMARQUES;;N;584559;202;N;7;;;;Ref. NFCe 246 705 03/02 Usr: AFELTES Just: Comprou errado, NFCe 307 708 03/02 Usr: MACOSTA Just: Comprou errado, NFCe 246 705 03/02 Usr: AFELTES Just: Impróprio para consumo, NFCe 114 707 02/02 Usr: EMILYS Just: Impróprio para consumo, NFCe 228 702 03/02 Usr: RAIMON Just: Comprou errado, NFCe 307 708 03/02 Usr: MACOSTA Just: Impróprio para consumo, NFCe 228 702 03/02 Usr: RAIMON Just: Impróprio para consumo, NFCe 114 707 02/02 Usr: EMILYS Just: Comprou errado;;230;CF;904079;;;5;55;
13;4;700;N;V;;2026-02-03-00.00.00.000000;E;30,99;13;SUPERMERCADO BAKLIZI LTDA;122488;43260200610350001494557000000000041822371212;S;Autorizada;4;;;P;;;2026-02-04-09.03.24.000000;243260037690305;CCOSTA;;N;584560;202;N;7;;;;Ref. NFCe 303 705 03/02 Usr: CCOSTA Just: Comprou errado;;693;CF;904080;;;4;55;
14;7;700;N;V;;2026-02-03-00.00.00.000000;E;45,99;14;SUPERMERCADO BAKLIZI LTDA;122489;43260200610350001656557000000000071163221066;S;Autorizada;4;;;P;;;2026-02-04-09.03.24.000000;243260037690286;ARIANEV;;N;584561;202;N;7;;;;Ref. NFCe 708 706 03/02 Usr: EOLIVEIRA Just: Comprou errado;;1286;CF;904081;;;7;55;
16;29;700;N;V;;2026-02-04-00.00.00.000000;S;467,03;3638;FRIBOI LTDA.;122988;43260200610350001907557000000000291220208299;S;Autorizada;4;;2026-02-04-09.19.58.000000;P;;;2026-02-04-09.20.28.000000;243260037723189;RENANVI;;N;591512;802;N;39;;;;;;334593;1;906604;;;29;55;
16;30;700;N;V;;2026-02-04-00.00.00.000000;S;125,65;3638;FRIBOI LTDA.;123123;43260200610350001907557000000000301538651328;S;Autorizada;4;;2026-02-04-09.24.04.000000;P;;;2026-02-04-09.24.30.000000;243260037731551;RENANVI;;N;593028;802;N;39;;;;;;334594;1;907047;;;30;55;
14;18;700;N;C;;2026-02-06-00.00.00.000000;S;50,4;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;173729;43260200610350001656557000000000181840138231;S;Nota Inutilizada;8;;2026-03-04-10.45.18.000000;P;;;2026-03-04-10.45.30.000000;;DAGUBERT;;N;1062012;802;N;22;;;;;;;;999099;;;18;55;
2;5;700;N;V;;2026-02-04-00.00.00.000000;E;267,59;2;SUPERMERCADO BAKLIZI LTDA;148911;43260200610350000170557000000000051477680100;S;Autorizada;4;;;P;;;2026-02-05-09.02.52.000000;243260039285378;SSABATINI;;N;845543;202;N;7;;;;Ref. NFCe 32 703 04/02 Usr: KAIORIBES Just: Comprou errado, NFCe 311 702 04/02 Usr: KAIORIBES Just: Comprou errado, NFCe 487 710 03/02 Usr: EDUARDAEM Just: Comprou errado;;1075;CF;956539;;;5;55;
4;10;700;N;V;;2026-02-04-00.00.00.000000;E;5,53;4;SUPERMERCADO BAKLIZI LTDA;148912;43260200610350000501557000000000101237313939;S;Autorizada;4;;;P;;;2026-02-05-09.03.02.000000;243260039285710;MARIAS;;N;845544;202;N;7;;;;Ref. NFCe 552 706 04/02 Usr: LETSILV Just: 5;;966;CF;956540;;;10;55;
5;6;700;N;V;;2026-02-04-00.00.00.000000;E;62,94;5;SUPERMERCADO BAKLIZI LTDA;148913;43260200610350000684557000000000061236353770;S;Autorizada;4;;;P;;;2026-02-05-09.03.04.000000;243260039285784;KARENN;;N;845545;202;N;7;;;;Ref. NFCe 709 703 04/02 Usr: KARENN Just: Comprou errado, NFCe 556 702 04/02 Usr: CAMARIL Just: Comprou errado;;1050;CF;956541;;;6;55;
6;6;700;N;V;;2026-02-04-00.00.00.000000;E;21,29;6;SUPERMERCADO BAKLIZI LTDA;148914;43260200610350001141557000000000061571021808;S;Autorizada;4;;2026-02-10-08.16.54.000000;P;;;2026-02-05-09.03.06.000000;243260039285842;LEAL;;N;845546;202;N;7;;;;Ref. NFCe 382 705 03/02 Usr: CLENIRF Just: Comprou errado;;726;CF;956542;;;6;55;
7;3;700;N;V;;2026-02-04-00.00.00.000000;E;7,19;7;SUPERMERCADO BAKLIZI LTDA;148915;43260200610350001060557000000000031569292749;S;Autorizada;4;;2026-02-25-07.47.24.000000;P;;;2026-02-05-09.03.06.000000;243260039285844;NATALIAC;;N;845547;202;N;7;;;;Ref. NFCe 628 706 04/02 Usr: SUNIC Just: Comprou errado;;1062;CF;956543;;;3;55;
8;7;700;N;V;;2026-02-04-00.00.00.000000;E;44,9;8;SUPERMERCADO BAKLIZI LTDA;148916;43260200610350000765557000000000071228177020;S;Autorizada;4;;;P;;;2026-02-05-09.03.10.000000;243260039285993;JDINAT;;N;845548;202;N;7;;;;Ref. NFCe 11 702 01/02 Usr: CIBELES Just: Comprou errado;;39;CF;956544;;;7;55;
11;6;700;N;V;;2026-02-04-00.00.00.000000;E;280,48;11;SUPERMERCADO BAKLIZI LTDA;148917;43260200610350001818557000000000061135641682;S;Autorizada;4;;;P;;;2026-02-05-09.03.11.000000;243260039286045;DMARQUES;;N;845549;202;N;7;;;;Ref. NFCe 641 707 04/02 Usr: EFARIAS Just: Impróprio para consumo, NFCe 330 708 03/02 Usr: MACOSTA Just: Impróprio para consumo, NFCe 641 707 04/02 Usr: EFARIAS Just: Comprou errado, NFCe 904 703 04/02 Usr: AFELTES Just: Comprou errado, NFCe 605 707 04/02 Usr: EFARIAS Just: Impróprio para consumo, NFCe 409 705 04/02 Usr: RAISSAR Just: Impróprio para consumo, NFCe 409 705 04/02 Usr: RAISSAR Just: Comprou errado, NFCe 605 707 04/02 Usr: EFARIAS Just: Comprou errado, NFCe 904 703 04/02 Usr: AFELTES Just: Impróprio para consumo, NFCe 330 708 03/02 Usr: MACOSTA Just: Comprou errado;;1737;CF;956545;;;6;55;
14;12;700;N;V;;2026-02-04-00.00.00.000000;E;17,9;14;SUPERMERCADO BAKLIZI LTDA;148918;43260200610350001656557000000000121439082413;S;Autorizada;4;;;P;;;2026-02-05-09.03.12.000000;243260039286061;GSEIXAS;;N;845550;202;N;7;;;;Ref. NFCe 474 704 04/02 Usr: KOLIVEIRA Just: Comprou errado;;880;CF;956546;;;12;55;
17;7;700;N;V;;2026-02-04-00.00.00.000000;E;16,9;17;SUPERMERCADO BAKLIZI LTDA;148919;43260200610350002032557000000000071495241326;S;Autorizada;4;;;P;;;2026-02-05-09.03.13.000000;243260039286092;JCOELHO;;N;845551;202;N;7;;;;Ref. NFCe 853 705 04/02 Usr: JCOELHO Just: Passou duas vezes;;1238;CF;956547;;;7;55;
17;8;700;N;C;;2026-02-05-00.00.00.000000;S;73,92;9379;LACTALIS BRASIL COM IMP EXP LTDA;161086;43260200610350002032557000000000081776102505;S;Cancelada;7;;2026-03-04-10.41.51.000000;P;2026-03-04-10.48.27.000000;243260070562822;2026-03-04-10.42.04.000000;243260070549285;DAGUBERT;;N;1001532;802;N;39;;;;;;4005211;1;978229;;;8;55;
14;16;700;N;C;;2026-02-06-00.00.00.000000;S;101,95;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;172937;43260200610350001656557000000000161446184268;S;Nota Inutilizada;8;;2026-03-04-10.45.11.000000;P;;;2026-03-04-10.45.23.000000;;DAGUBERT;;N;1055017;802;N;22;;;;;;;;998142;;;16;55;
14;17;700;N;C;;2026-02-06-00.00.00.000000;S;69,75;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;173333;43260200610350001656557000000000171953019478;S;Nota Inutilizada;8;;2026-02-06-09.28.12.000000;P;;;2026-02-06-09.28.38.000000;;THIAJA;;N;1058001;802;N;22;;;;;;;;998626;;;17;55;
2;3;700;N;V;;2026-02-02-00.00.00.000000;E;14,97;2;SUPERMERCADO BAKLIZI LTDA;95180;43260200610350000170557000000000031317664519;S;Autorizada;4;;;P;;;2026-02-03-09.02.54.000000;243260036105767;SSABATINI;;N;316043;202;N;7;;;;Ref. NFCe 210 704 02/02 Usr: SSABATINI Just: Comprou errado;;480;CF;870454;;;3;55;
5;2;700;N;V;;2026-02-02-00.00.00.000000;E;6,59;5;SUPERMERCADO BAKLIZI LTDA;95191;43260200610350000684557000000000021986164940;S;Autorizada;4;;;P;;;2026-02-03-09.03.02.000000;243260036106014;BFARIAS;;N;316054;202;N;7;;;;Ref. NFCe 242 701 02/02 Usr: RDIAS Just: Impróprio para consumo;;410;CF;870465;;;2;55;
11;3;700;N;V;;2026-02-02-00.00.00.000000;E;234,06;11;SUPERMERCADO BAKLIZI LTDA;95192;43260200610350001818557000000000031263186854;S;Autorizada;4;;;P;;;2026-02-03-09.03.04.000000;243260036106086;BRUNARDO;;N;316056;202;N;7;;;;Ref. NFCe 15 704 01/02 Usr: CQUEVEDO Just: Comprou errado;;41;CF;870466;;;3;55;
13;3;700;N;V;;2026-02-02-00.00.00.000000;E;288,83;13;SUPERMERCADO BAKLIZI LTDA;95193;43260200610350001494557000000000031765731688;S;Autorizada;4;;;P;;;2026-02-03-09.03.08.000000;243260036106214;CCOSTA;;N;316057;202;N;7;;;;Ref. NFCe 23 706 01/02 Usr: TALIAM Just: Comprou errado, NFCe 45 706 01/02 Usr: TALIAM Just: Comprou errado;;165;CF;870467;;;3;55;
14;4;700;N;V;;2026-02-02-00.00.00.000000;E;6,89;14;SUPERMERCADO BAKLIZI LTDA;95194;43260200610350001656557000000000041651202697;S;Autorizada;4;;;P;;;2026-02-03-09.03.08.000000;243260036106217;EOLIVEIRA;;N;316058;202;N;7;;;;Ref. NFCe 166 703 02/02 Usr: EOLIVEIRA Just: Comprou errado;;314;CF;870468;;;4;55;
17;4;700;N;V;;2026-02-02-00.00.00.000000;E;1366,26;17;SUPERMERCADO BAKLIZI LTDA;95195;43260200610350002032557000000000041737982100;S;Autorizada;4;;;P;;;2026-02-03-09.03.10.000000;243260036106276;RSILVA;;N;316059;202;N;7;;;;Ref. NFCe 55 709 02/02 Usr: RSILVA Just: Comprou errado, NFCe 76 702 01/02 Usr: MIRABAL Just: 05, NFCe 123 708 02/02 Usr: CROSA Just: Produto com defeito, NFCe 29 702 01/02 Usr: MIRABAL Just: Produto com defeito, NFCe 123 708 02/02 Usr: CROSA Just: Comprou errado, NFCe 76 702 01/02 Usr: MIRABAL Just: Comprou errado, NFCe 29 702 01/02 Usr: MIRABAL Just: Comprou errado, NFCe 54 710 02/02 Usr: RSILVA Just: 05, NFCe 29 702 01/02 Usr: MIRABAL Just: 05, NFCe 54 710 02/02 Usr: RSILVA Just: Produto com defeito, NFCe 55 709 02/02 Usr: RSILVA Just: 05, NFCe 55 709 02/02 Usr: RSILVA Just: Produto com defeito, NFCe 123 708 02/02 Usr: CROSA Just: 05, NFCe 76 702 01/02 Usr: MIRABAL Just: Produto com defeito, NFCe 54 710 02/02 Usr: RSILVA Just: Comprou errado;;91;CF;870469;;;4;55;
8;2;700;N;V;;2026-02-03-00.00.00.000000;S;46,88;13379;LATICINIOS CAROLINA LTDA;98135;43260200610350000765557000000000021582831425;S;Autorizada;4;;2026-02-03-10.37.08.000000;P;;;2026-02-03-10.37.36.000000;243260036301934;ALEXANTU;;N;345058;802;N;39;;;;;;1034290;1;875217;;;2;55;
2;10;700;N;V;;2026-02-07-00.00.00.000000;S;61,14;15011;EXCELSIOR ALIMENTOS S.A;199774;43260200610350000170557000000000101496145885;S;Autorizada;4;;2026-02-07-08.45.15.000000;P;;;2026-02-07-08.45.43.000000;243260042078010;VITRO;;N;1224118;802;N;39;;;;;;660550;101;1042586;;;10;55;
2;11;700;N;V;;2026-02-06-00.00.00.000000;E;32,94;2;SUPERMERCADO BAKLIZI LTDA;200158;43260200610350000170557000000000111398559321;S;Autorizada;4;;;P;;;2026-02-07-09.02.41.000000;243260042087886;CAROLPI;;N;1227530;202;N;7;;;;Ref. NFCe 337 702 06/02 Usr: MILENAF Just: Comprou errado;;845;CF;1043521;;;11;55;
5;9;700;N;V;;2026-02-06-00.00.00.000000;E;146,93;5;SUPERMERCADO BAKLIZI LTDA;200169;43260200610350000684557000000000091117279285;S;Autorizada;4;;;P;;;2026-02-07-09.02.43.000000;243260042087946;CAMARIL;;N;1227541;202;N;7;;;;Ref. NFCe 1003 702 06/02 Usr: LSENA Just: Comprou errado, NFCe 925 702 06/02 Usr: LSENA Just: Comprou errado, NFCe 1263 704 06/02 Usr: VALVES Just: Comprou errado;;2508;CF;1043532;;;9;55;
7;8;700;N;V;;2026-02-06-00.00.00.000000;E;14,35;7;SUPERMERCADO BAKLIZI LTDA;200175;43260200610350001060557000000000081754343580;S;Autorizada;4;;2026-02-25-07.47.24.000000;P;;;2026-02-07-09.02.47.000000;243260042087990;NATALIAC;;N;1227547;202;N;7;;;;Ref. NFCe 662 709 05/02 Usr: AMONTEIRO Just: Impróprio para consumo;;1189;CF;1043538;;;8;55;
8;12;700;N;V;;2026-02-06-00.00.00.000000;E;16,98;8;SUPERMERCADO BAKLIZI LTDA;200176;43260200610350000765557000000000121920604712;S;Autorizada;4;;;P;;;2026-02-07-09.02.47.000000;243260042087989;JDINAT;;N;1227548;202;N;7;;;;Ref. NFCe 797 702 04/02 Usr: ESILVA Just: Comprou errado;;1315;CF;1043539;;;12;55;
14;6;700;N;V;;2026-02-04-00.00.00.000000;S;26,47;14322;COOPERATIVA SANTA CLARA LTDA;121875;43260200610350001656557000000000061128890456;S;Autorizada;4;;2026-02-04-08.35.50.000000;P;;;2026-02-04-08.36.19.000000;243260037638433;THIAJA;;N;579012;802;N;39;;;;;;2717876;1;903270;;;6;55;
14;14;700;N;V;;2026-02-05-00.00.00.000000;S;28,56;5714;IND E COMERCIO DE MASSA ROMENA LTDA;159422;43260200610350001656557000000000141674833061;S;Autorizada;4;;2026-02-05-15.27.34.000000;P;;;2026-02-05-15.28.00.000000;243260039925937;THIAJA;;N;968025;802;N;39;;;;;;14629;21;976111;;;14;55;
3;13;700;N;V;;2026-02-02-00.00.00.000000;E;22,5;3;SUPERMERCADO BAKLIZI LTDA;87613;43260200610350000331557000000000131525510790;S;Autorizada;4;;;P;;;2026-02-02-18.55.00.000000;243260035595910;JSOARES;;N;275582;202;N;7;;;;Ref. NFCe 452 714 02/02 Usr: LCASTRO Just: Comprou errado;;959;CF;863558;;;13;55;
6;10;700;N;V;;2026-02-06-00.00.00.000000;E;298,2;6;SUPERMERCADO BAKLIZI LTDA;200173;43260200610350001141557000000000101119003484;S;Autorizada;4;;2026-02-10-08.16.54.000000;P;;;2026-02-07-09.02.44.000000;243260042087963;LEAL;;N;1227545;202;N;7;;;;Ref. NFCe 1294 702 05/02 Usr: MARIAP Just: Comprou errado, NFCe 711 705 05/02 Usr: LUCIELEDI Just: Comprou errado, NFCe 760 705 06/02 Usr: LSANTOS Just: Comprou errado;;1360;CF;1043536;;;10;55;
3;59;700;N;V;;2026-02-10-00.00.00.000000;E;16,98;3;SUPERMERCADO BAKLIZI LTDA;273478;43260200610350000331557000000000591251615662;S;Autorizada;4;;;P;;;2026-02-10-12.05.09.000000;243260044848497;VANESSAS;;N;1769001;202;N;7;;;;Ref. NFCe 2331 707 10/02 Usr: VANESSAS Just: Comprou errado;;4732;CF;1178673;;;59;55;
14;22;700;N;V;;2026-02-06-00.00.00.000000;E;188,24;14;SUPERMERCADO BAKLIZI LTDA;200178;43260200610350001656557000000000221752706010;S;Autorizada;4;;;P;;;2026-02-07-09.02.48.000000;243260042087996;GSEIXAS;;N;1227550;202;N;7;;;;Ref. NFCe 1212 706 05/02 Usr: AMANDAM Just: Comprou errado, NFCe 1164 707 05/02 Usr: TATIANEG Just: Comprou errado, NFCe 457 703 06/02 Usr: ANAJAQUES Just: Comprou errado, NFCe 1161 708 06/02 Usr: KATTLIN Just: Comprou errado;;2048;CF;1043541;;;22;55;
15;60;700;N;V;;2026-02-03-00.00.00.000000;S;29,74;16963;GERMANI ALIMENTOS LTDA;100885;43260200610350001575557000000000601782436272;S;Autorizada;4;;2026-02-03-15.28.31.000000;P;;;2026-02-03-15.28.58.000000;243260036770063;INDANIEL;;N;372502;802;N;39;;;;;;61799;1;879851;;;60;55;
3;53;700;N;V;;2026-02-09-00.00.00.000000;E;158,16;3;SUPERMERCADO BAKLIZI LTDA;262459;43260200610350000331557000000000531908345763;S;Autorizada;4;;;P;;;2026-02-09-20.39.42.000000;243260044004851;SANSOA;;N;1635600;202;N;7;;;;Ref. NFCe 2233 715 09/02 Usr: SHVIANA Just: Comprou errado;;4624;CF;1154570;;;53;55;
3;54;700;N;V;;2026-02-09-00.00.00.000000;E;8,49;3;SUPERMERCADO BAKLIZI LTDA;264258;43260200610350000331557000000000541341302420;S;Autorizada;4;;;P;;;2026-02-09-22.20.08.000000;243260044069551;NVIDELA;;N;1648002;202;N;7;;;;Ref. NFCe 1173 703 09/02 Usr: DSANCHEZ Just: Comprou errado;;2561;CF;1159657;;;54;55;
14;32;700;N;V;;2026-02-10-00.00.00.000000;S;142,16;14322;COOPERATIVA SANTA CLARA LTDA;268889;43260200610350001656557000000000321199664157;S;Autorizada;4;;2026-02-10-16.35.40.000000;P;;;2026-02-10-16.35.59.000000;243260045288531;EZEQUIEL;;N;1702507;802;N;39;;;;;;2722909;1;1168141;;;32;55;
15;264;700;N;V;;2026-02-05-00.00.00.000000;S;122,8;15476;M DIAS BRANCO S A IND E COM DE ALIMENTOS;161105;43260200610350001575557000000002641197639319;S;Autorizada;4;;2026-02-05-16.32.57.000000;P;;;2026-02-05-16.33.20.000000;243260040049275;INDANIEL;;N;1001535;802;N;39;;;;;;637750;1;978230;;;264;55;
14;71;700;N;V;;2026-02-27-00.00.00.000000;S;122,7;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;690544;43260200610350001656557000000000711232543633;S;Autorizada;4;;2026-02-27-08.31.18.000000;P;;;2026-02-27-08.31.20.000000;243260064519210;THIAJA;;N;5557293;802;N;22;;;;;;469355;3;2400673;;;71;55;
3;48;700;N;V;;2026-02-08-00.00.00.000000;E;11,59;3;SUPERMERCADO BAKLIZI LTDA;235282;43260200610350000331557000000000481336964528;S;Autorizada;4;;;P;;;2026-02-08-18.03.55.000000;243260042582855;EPERRONI;;N;1338185;202;N;7;;;;Ref. NFCe 2401 714 08/02 Usr: DSANCHEZ Just: Comprou errado;;4876;CF;1086481;;;48;55;
2;17;700;N;V;;2026-02-09-00.00.00.000000;E;72,17;2;SUPERMERCADO BAKLIZI LTDA;266401;43260200610350000170557000000000171629005710;S;Autorizada;4;;;P;;;2026-02-10-09.02.37.000000;243260044499384;BIANCARA;;N;1671528;202;N;7;;;;Ref. NFCe 262 703 07/02 Usr: JAQUESIL Just: Comprou errado, NFCe 792 705 09/02 Usr: MARIASANTOS Just: Comprou errado;;648;CF;1163609;;;17;55;
4;15;700;N;V;;2026-02-09-00.00.00.000000;E;31,95;4;SUPERMERCADO BAKLIZI LTDA;266425;43260200610350000501557000000000151166184887;S;Autorizada;4;;;P;;;2026-02-10-09.02.57.000000;243260044500044;VBENITES;;N;1671552;202;N;7;;;;Ref. NFCe 1171 702 09/02 Usr: VBENITES Just: Passou duas vezes, NFCe 125 710 02/02 Usr: CPERES Just: Comprou errado, NFCe 1171 702 09/02 Usr: VBENITES Just: Comprou errado, NFCe 1245 706 09/02 Usr: RAISAM Just: Comprou errado, NFCe 125 710 02/02 Usr: CPERES Just: Passou duas vezes, NFCe 1245 706 09/02 Usr: RAISAM Just: Passou duas vezes;;2124;CF;1163633;;;15;55;
5;11;700;N;V;;2026-02-09-00.00.00.000000;E;27,27;5;SUPERMERCADO BAKLIZI LTDA;266436;43260200610350000684557000000000111199485575;S;Autorizada;4;;;P;;;2026-02-10-09.03.03.000000;243260044500258;KARENN;;N;1672004;202;N;7;;;;Ref. NFCe 1673 702 09/02 Usr: JULISAN Just: Impróprio para consumo, NFCe 1595 702 09/02 Usr: KARENN Just: Impróprio para consumo, NFCe 1595 702 09/02 Usr: KARENN Just: Comprou errado, NFCe 1673 702 09/02 Usr: JULISAN Just: Comprou errado;;3079;CF;1163640;;;11;55;
6;12;700;N;V;;2026-02-09-00.00.00.000000;E;40,27;6;SUPERMERCADO BAKLIZI LTDA;266438;43260200610350001141557000000000121688219451;S;Autorizada;4;;;P;;;2026-02-10-09.03.12.000000;243260044500532;DERDIAS;;N;1672005;202;N;7;;;;Ref. NFCe 1870 704 09/02 Usr: LUCIELEDI Just: Comprou errado, NFCe 2956 701 09/02 Usr: MARIAP Just: Comprou errado;;3508;CF;1163642;;;12;55;
12;8;700;N;V;;2026-02-09-00.00.00.000000;E;41,89;12;SUPERMERCADO BAKLIZI LTDA;266454;43260200610350001737557000000000081677340029;S;Autorizada;4;;;P;;;2026-02-10-09.03.18.000000;243260044500709;LIANED;;N;1672503;202;N;7;;;;Ref. NFCe 1941 705 09/02 Usr: LIANED Just: Comprou errado, NFCe 1399 703 09/02 Usr: EPIMENTEL Just: Comprou errado;;3888;CF;1163644;;;8;55;
14;30;700;N;V;;2026-02-09-00.00.00.000000;E;130,55;14;SUPERMERCADO BAKLIZI LTDA;266456;43260200610350001656557000000000301324322908;S;Autorizada;4;;;P;;;2026-02-10-09.03.20.000000;243260044500775;TATIANEG;;N;1672504;202;N;7;;;;Ref. NFCe 805 703 09/02 Usr: EOLIVEIRA Just: Comprou errado, NFCe 1216 708 06/02 Usr: KATTLIN Just: Comprou errado, NFCe 836 703 09/02 Usr: EOLIVEIRA Just: Comprou errado;;2142;CF;1163645;;;30;55;
2;20;700;N;V;;2026-02-10-00.00.00.000000;S;141,97;10511;MARQUESPAN ALIMENTOS LTDA;281368;43260200610350000170557000000000201243817903;S;Autorizada;4;;2026-02-10-16.42.39.000000;P;;;2026-02-10-16.43.01.000000;243260045302476;VITRO;;N;1896523;802;N;39;;;;;;962184;0;1197541;;;20;55;
3;20;700;N;V;;2026-02-04-00.00.00.000000;S;95,28;16038;TRIVIALY ALIMENTOS;121209;43260200610350000331557000000000201439792486;S;Autorizada;4;;2026-02-04-07.51.23.000000;P;;;2026-02-04-07.51.51.000000;243260037563471;EZEQUIEL;;N;573024;802;N;39;;;;;;825869;3;902160;;;20;55;
3;21;700;N;V;;2026-02-04-00.00.00.000000;S;240,03;16038;TRIVIALY ALIMENTOS;121378;43260200610350000331557000000000211804125690;S;Autorizada;4;;2026-02-04-08.06.20.000000;P;;;2026-02-04-08.06.24.000000;243260037583620;EZEQUIEL;;N;574031;802;N;22;;;;;;825869;3;902310;;;21;55;
4;16;700;N;V;;2026-02-09-00.00.00.000000;E;,99;4;SUPERMERCADO BAKLIZI LTDA;266613;43260200610350000501557000000000161530080075;S;Autorizada;4;;;P;;;2026-02-10-09.08.33.000000;243260044511247;LFRANDA;;N;1674001;202;N;7;;;;Ref. NFCe 1650 701 09/02 Usr: VECARM Just: Comprou errado;;2828;CF;1165021;;;16;55;
5;12;700;N;V;;2026-02-09-00.00.00.000000;E;15,11;5;SUPERMERCADO BAKLIZI LTDA;266614;43260200610350000684557000000000121450024305;S;Autorizada;4;;;P;;;2026-02-10-09.08.35.000000;243260044511302;DTOMAS;;N;1674002;202;N;7;;;;Ref. NFCe 1844 703 09/02 Usr: ALEXFER Just: Impróprio para consumo;;3700;CF;1165022;;;12;55;
7;16;700;N;V;;2026-02-09-00.00.00.000000;E;65,76;7;SUPERMERCADO BAKLIZI LTDA;266615;43260200610350001060557000000000161275819012;S;Autorizada;4;;2026-02-25-07.47.24.000000;P;;;2026-02-10-09.08.40.000000;243260044511447;NATALIAC;;N;1674003;202;N;7;;;;Ref. NFCe 1617 704 09/02 Usr: EDIAS Just: Comprou errado, NFCe 1141 705 08/02 Usr: SUNIC Just: Comprou errado;;1975;CF;1165023;;;16;55;
14;31;700;N;V;;2026-02-09-00.00.00.000000;E;139,72;14;SUPERMERCADO BAKLIZI LTDA;266616;43260200610350001656557000000000311209222340;S;Autorizada;4;;;P;;;2026-02-10-09.08.38.000000;243260044511373;GLEICEM;;N;1674004;202;N;7;;;;Ref. NFCe 1269 708 07/02 Usr: RUDIB Just: Comprou errado, NFCe 2546 707 09/02 Usr: GLEICEM Just: Comprou errado;;2232;CF;1165024;;;31;55;
3;56;700;N;V;;2026-02-10-00.00.00.000000;E;58,19;3;SUPERMERCADO BAKLIZI LTDA;266617;43260200610350000331557000000000561856075690;S;Autorizada;4;;;P;;;2026-02-10-09.08.44.000000;243260044511562;MARIR;;N;1674005;202;N;7;;;;Ref. NFCe 2209 707 10/02 Usr: VANESSAS Just: Comprou errado, NFCe 2541 705 10/02 Usr: MARIR Just: Comprou errado;;5082;CF;1165025;;;56;55;
15;15;700;N;V;;2026-02-02-00.00.00.000000;S;78,2;15886;REDOL ALIMENTOS LTDA;84344;43260200610350001575557000000000151130296953;S;Autorizada;4;;2026-02-03-10.16.24.000000;P;;;2026-02-03-10.16.53.000000;243260036257581;INDANIEL;;N;258002;802;N;39;;;;;;140736;1;859518;;;15;55;
3;36;700;N;V;;2026-02-07-00.00.00.000000;E;14,98;3;SUPERMERCADO BAKLIZI LTDA;202006;43260200610350000331557000000000361317263039;S;Autorizada;4;;;P;;;2026-02-07-10.03.33.000000;243260042132672;MITIF;;N;1246536;202;N;7;;;;Ref. NFCe 1790 704 07/02 Usr: NPEDRO Just: Impróprio para consumo;;3711;CF;1046336;;;36;55;
3;66;700;N;V;;2026-02-12-00.00.00.000000;E;14,99;3;SUPERMERCADO BAKLIZI LTDA;335764;43260200610350000331557000000000661552147077;S;Autorizada;4;;;P;;;2026-02-12-18.49.42.000000;243260048553535;FLESONIER;;N;2496001;202;N;7;;;;Ref. NFCe 3383 714 12/02 Usr: MESILVA Just: Comprou errado;;6777;CF;1368638;;;66;55;
17;16;700;N;V;;2026-02-09-00.00.00.000000;S;231;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;248251;43260200610350002032557000000000161361007263;S;Autorizada;4;;2026-02-09-14.43.21.000000;P;;;2026-02-09-14.43.53.000000;243260043492956;ANAP;;N;1481512;802;N;39;;;;;;512;6;1110710;;;16;55;
13;9;700;N;V;;2026-02-09-00.00.00.000000;S;37,44;12142;LATICINIOS BIO LTDA;241569;43260200610350001494557000000000091848842120;S;Autorizada;4;;2026-02-09-10.39.58.000000;P;;;2026-02-09-10.40.29.000000;243260043115928;KETELYNMB13;;N;1393518;802;N;39;;;;;;705959;0;1097142;;;9;55;
15;1564;700;N;V;;2026-02-12-00.00.00.000000;S;1426,44;17017;ZAFFALON E CIA LTDA;334750;43260200610350001575557000000015641918800648;S;Autorizada;4;;2026-02-12-18.17.45.000000;P;;;2026-02-12-18.18.19.000000;243260048518264;INDANIEL;;N;2493061;802;N;39;;;;;;208673;2;1366611;;;1564;55;
