CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;ESTOQUE_DISPONIVEL_LOJA
3;37834;AP VENUS 3 INTIMA DISPO C6;PERFUMARIA E LIMPEZA;51227;13/04/2026;88710;44088;4;0;8;2;0;0
3;13705;BOMBOM LACTA FAVORITOS 250 6G;MERCEARIA;51227;13/04/2026;88710;44088;30;3246;300;10;10;-21
3;8858;AP PROBAK II 2UN;PERFUMARIA E LIMPEZA;51227;13/04/2026;88710;44088;14;1806;140;10;0;-97
3;15585;CARGA GILLETTE MACH3 C 2;PERFUMARIA E LIMPEZA;51227;13/04/2026;88710;44088;1;3679;100;100;0;-3
3;35236;BOMBOM LACTA OREO 20G;MERCEARIA;51227;13/04/2026;88710;44088;27;675;270;10;0;45
3;1837;PAST DOCILE ROLLY MINTY 29G FRUIT;MERCEARIA;51227;13/04/2026;88710;44088;12;3516;120;10;0;27
3;1740;CHICLE FREEGELLS GUM 8G MORANGO;MERCEARIA;51227;13/04/2026;88710;44088;15;7914;150;10;0;24
4;6793;LEITE UHT PET ELEGE 1L SEMI DESNATADO;PERECIVEIS;50770;13/04/2026;87818;43221;6;66;6;3;0;30
4;980;OLEO SOJA COAMO PET 900ML;MERCEARIA;50798;13/04/2026;87832;43221;20;191;20;2;0;268
4;1746;CHICLE FREEGELLS GUM 8G MELANCIA;MERCEARIA;50798;13/04/2026;87832;43221;15;0;15;0;0;2
4;6828;H2OH 500ML LIMONETO;BEBIDAS;50798;13/04/2026;87832;43221;12;448;12;1;0;24
4;844;REFRIG ANTARCTICA PET 600ML GUARANA;BEBIDAS;50798;13/04/2026;87832;43221;12;1815;12;4;0;-6
4;550;GATORADE ZERO 350ML FR SILVESTRES;BEBIDAS;50798;13/04/2026;87832;43221;12;480;12;1;0;1
4;918;MOLHO TOM FUGINI TRAD SH 1 7KG;MERCEARIA;50798;13/04/2026;87832;43221;6;304;18;3;0;-17
4;33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;BEBIDAS;50798;13/04/2026;87832;43221;4;23;4;5;0;24
4;8409;SH VINI LADY 325ML REPARACAO TOTAL;PERFUMARIA E LIMPEZA;50798;13/04/2026;87832;43221;12;0;12;1;1;12
4;16887;CR LEITE TP PIRACANJUBA 200G;MERCEARIA;50798;13/04/2026;87832;43221;27;105;54;3;0;43
4;3413;CREME LEITE ELEGE TP 200G LEVISSIMO;MERCEARIA;50798;13/04/2026;87832;43221;24;12;24;1;0;-25
4;121;CERV BRAHMA CHOPP 300ML;BEBIDAS;50798;13/04/2026;87832;43221;24;290;24;1;0;12
4;22499;PTO DESC BCO DUDIGO 15CM C 10;NAO ALIMENTO;50826;13/04/2026;87846;43351;50;2530;50;1;0;166
4;15115;CAD ESPI CD 80FLS CARTOGRAFIA T DUDA;NAO ALIMENTO;50826;13/04/2026;87846;43351;4;0;4;8;0;5
4;15090;CAD ESPI CD 1X1 80FLS SWEETNESS;NAO ALIMENTO;50826;13/04/2026;87846;43351;4;12;4;4;0;-21
4;12564;ARGILA NUNES 1K;NAO ALIMENTO;50826;13/04/2026;87846;43351;10;0;10;1;0;9
4;9305;DUCHA FAME 220V 6800W 4 TEMP;NAO ALIMENTO;50826;13/04/2026;87846;43351;1;791;1;1;0;26
4;33305;TAPETE BOX OVAL PVC 61X35CM;NAO ALIMENTO;50826;13/04/2026;87846;43351;1;0;1;2;0;1
4;12971;BALAO ZERINHO C 100 SORT;NAO ALIMENTO;50826;13/04/2026;87846;43351;1;0;1;2;0;0
4;21991;PIPOQUEIRA PANELUX POLIDA N20;NAO ALIMENTO;50826;13/04/2026;87846;43351;1;10;4;4;0;8
4;15031;CAD ESPI CD 10X1 160FLS SWEETNESS;NAO ALIMENTO;50826;13/04/2026;87846;43351;4;4;4;2;0;-1
4;169;CERVEJA HEINEKEN LT 473ML;BEBIDAS;51054;13/04/2026;88671;44077;12;4018;96;8;0;187
4;35;AGUA MIN AGUA DA PEDRA 500ML S GAS;BEBIDAS;51054;13/04/2026;88671;44077;12;4671;48;4;0;86
4;1745;CHICLE FREEGELLS GUM 8G MENTA;MERCEARIA;51054;13/04/2026;88671;44077;15;0;15;1;0;10
4;2381;DUETO ODERICH LT 200G ERVILHA MILHO;MERCEARIA;51054;13/04/2026;88671;44077;24;696;72;3;3;60
4;34;AGUA MIN AGUA DA PEDRA PET 500ML C GAS;BEBIDAS;51054;13/04/2026;88671;44077;12;1921;276;23;0;676
4;179;CERVEJA ORIGINAL LT 473ML;BEBIDAS;51054;13/04/2026;88671;44077;12;17052;180;15;0;305
4;790;REFRIG CHARRUA GUARANA PET 2L;BEBIDAS;51054;13/04/2026;88671;44077;8;3368;80;10;0;159
4;145;CERV ANTARCTICA SUBZERO LT 473ML;BEBIDAS;51054;13/04/2026;88671;44077;12;15676;96;8;0;198
4;840;REFRIG PEPSI PET 3L;BEBIDAS;51054;13/04/2026;88671;44077;4;1878;56;0;0;32
4;188;CERVEJA POLAR LT 473ML EXPORT;BEBIDAS;51054;13/04/2026;88671;44077;12;4260;60;5;0;64
4;3862;SAL MOIDO PREMIUM 1KG;MERCEARIA;51054;13/04/2026;88671;44077;30;6609;30;1;0;63
4;12237;ACUCAR REFINADO GASPARIN 1K;MERCEARIA;51054;13/04/2026;88671;44077;10;2841;60;6;6;36
4;8858;AP PROBAK II 2UN;PERFUMARIA E LIMPEZA;51229;13/04/2026;88711;44077;14;1806;70;5;0;-146
4;1837;PAST DOCILE ROLLY MINTY 29G FRUIT;MERCEARIA;51229;13/04/2026;88711;44077;12;3516;60;5;0;1
4;1353;CHOC BATON GAROTO 16G AO LEITE;MERCEARIA;51229;13/04/2026;88711;44077;30;83;150;5;0;-39
4;15585;CARGA GILLETTE MACH3 C 2;PERFUMARIA E LIMPEZA;51229;13/04/2026;88711;44077;1;3679;50;50;0;-37
4;1894;DROPS FREEGELLS 27 6G CEREJA CHOC;MERCEARIA;51229;13/04/2026;88711;44077;12;11622;60;5;0;-3
4;38005;CHOC KIT KAT MACCHIATO 41 5G;MERCEARIA;51229;13/04/2026;88711;44077;24;7248;120;5;0;0
4;1834;PAST DOCILE ROLLY MINTY 29G EXTRA FORTE;MERCEARIA;51229;13/04/2026;88711;44077;12;147;60;5;0;13
4;1838;PAST DOCILE ROLLY MINTY 29G HORTELA;MERCEARIA;51229;13/04/2026;88711;44077;12;760;60;5;0;-3
4;4259;AP PRESTOBARBA ULTRA GRIP 2UN;PERFUMARIA E LIMPEZA;51229;13/04/2026;88711;44077;12;360;60;5;0;58
4;4256;AP PRESTOBARBA ULTRAGRIP 3L CART2UN;PERFUMARIA E LIMPEZA;51229;13/04/2026;88711;44077;1;10;5;5;0;0
4;1740;CHICLE FREEGELLS GUM 8G MORANGO;MERCEARIA;51229;13/04/2026;88711;44077;15;7914;75;5;0;10
4;1856;PAST DOCILE MINTY 14G LAR;MERCEARIA;51229;13/04/2026;88711;44077;12;598;24;2;0;37
4;1430;CHOC KIT KAT 41 5G FINGER AO LEITE;MERCEARIA;51229;13/04/2026;88711;44077;96;6037;480;5;0;231
4;35236;BOMBOM LACTA OREO 20G;MERCEARIA;51229;13/04/2026;88711;44077;27;675;135;5;0;41
5;6797;LEITE UHT PIRACANJUBA 1L SEMI DES ZR LAC;PERECIVEIS;50772;13/04/2026;87819;43223;12;0;12;1;0;87
5;9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;PERECIVEIS;50772;13/04/2026;87819;43223;12;5;12;1;0;69
5;3512;FERM PO BIOL GOOD INSTANT SH 10G;MERCEARIA;50800;13/04/2026;87833;43223;30;5640;30;1;0;19
5;5513;DESOD AERO AXE BS 150ML 96G DARK TEMPTATION;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;12;132;24;2;0;1
5;2925;ACHOC LIQ ITALAC 1L;MERCEARIA;50800;13/04/2026;87833;43223;12;372;12;2;0;0
5;187;REFRE PO GLUP 15G MIX DE FRUTAS;BEBIDAS;50800;13/04/2026;87833;43223;60;43650;60;1;0;122
5;764;REFRIG COCA COLA PET 200ML ZERO;BEBIDAS;50800;13/04/2026;87833;43223;12;1098;24;3;0;32
5;151;CERV BOHEMIA LT 473ML;BEBIDAS;50800;13/04/2026;87833;43223;12;3617;36;3;0;37
5;1341;CHOC NEUGEBAUER STIKADINHO 70G MORANGO;MERCEARIA;50800;13/04/2026;87833;43223;48;0;48;1;0;26
5;210;CERV SKOL BEATS LT 269ML SENSES;BEBIDAS;50800;13/04/2026;87833;43223;8;62;8;1;0;17
5;874;MAIONESE ODERICH SH 1KG;MERCEARIA;50800;13/04/2026;87833;43223;6;215;6;3;0;82
5;980;OLEO SOJA COAMO PET 900ML;MERCEARIA;50800;13/04/2026;87833;43223;20;191;40;9;0;-87
5;9547;FRALDA MILI JUMBINHO M 22UN;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;9;17;9;1;0;12
5;21687;PAPEL HIG MILI PERFUM FLA DPL 30M 12UN;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;8;482;8;1;0;8
5;21902;PESSEGO MARIZA METADES 450G;MERCEARIA;50800;13/04/2026;87833;43223;12;551;12;1;0;11
5;533;ENERG RED BULL LT 355ML;BEBIDAS;50800;13/04/2026;87833;43223;4;0;4;4;0;1
5;733;REFRIG COCA COLA CAFE LT 220ML;BEBIDAS;50800;13/04/2026;87833;43223;6;84;18;3;0;11
5;859;REFRIG PEPSI PET 600ML;BEBIDAS;50800;13/04/2026;87833;43223;12;1670;24;2;0;20
5;17311;DESOD ROLLON REXONA 50ML INVISIBLE;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;12;300;12;1;0;7
5;20810;MILHO PIPOCA ARBAZA PREMIUM 400G;MERCEARIA;50800;13/04/2026;87833;43223;12;780;24;6;0;8
5;189;REFRE PO GLUP 15G MORANGO;BEBIDAS;50800;13/04/2026;87833;43223;60;21096;60;1;0;134
5;411;AGUARDENTE KIKANA 580ML;BEBIDAS;50800;13/04/2026;87833;43223;12;408;24;3;0;-22
5;1269;CHOC BARRA LACTA 80G LAKA;MERCEARIA;50800;13/04/2026;87833;43223;17;425;17;1;0;13
5;128;CERVEJA SKOL 300ML;BEBIDAS;50800;13/04/2026;87833;43223;23;1909;69;3;0;1
5;16939;CR TRAT HEDERA SH 960G BABOSA;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;6;54;6;1;0;6
5;24498;SUCO NECTAR MISTO UVA MACA 1 5L;BEBIDAS;50800;13/04/2026;87833;43223;6;108;18;3;0;-12
5;35992;PAPEL TOALHA SIRIUS CHEF 02UN;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;12;3216;24;4;0;22
5;3384;CALDO GALINHA APTI 57G;MERCEARIA;50800;13/04/2026;87833;43223;1;6402;6;129;0;89
5;21693;PAPEL HIG NATUPEL PREM FS 60M C 4;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;16;310;48;3;0;0
5;2396;MILHO VERDE OLE LT 170G;MERCEARIA;50800;13/04/2026;87833;43223;24;7594;24;1;0;59
5;174;VH BELTRAME TINTO PET 1 9L SC;BEBIDAS;50800;13/04/2026;87833;43223;6;354;24;4;0;0
5;843;REFRIG ANTARCTICA PET 600ML GUARANA DIET;BEBIDAS;50800;13/04/2026;87833;43223;12;780;12;1;0;20
5;1740;CHICLE FREEGELLS GUM 8G MORANGO;MERCEARIA;50800;13/04/2026;87833;43223;15;7914;15;1;0;7
5;4259;AP PRESTOBARBA ULTRA GRIP 2UN;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;12;360;12;2;0;21
5;10193;SAB SENSUS BEAUTY ESSENCE 80G AMANHECER PERS;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;108;3456;108;2;0;9
5;20097;LENHA P FOGAO 10K;NAO ALIMENTO;50800;13/04/2026;87833;43223;1;121;10;10;0;2
5;769;REFRIG FRUKI GUARANA PET 200ML GUARANA;BEBIDAS;50800;13/04/2026;87833;43223;12;1105;36;3;0;64
5;368;REFRE FRUKITO PET 2L FRUTAS CITRICAS;BEBIDAS;50800;13/04/2026;87833;43223;6;455;6;1;0;1
5;413;AGUARDENTE KIKANA 790ML;BEBIDAS;50800;13/04/2026;87833;43223;12;2634;48;4;0;1
5;603;ICE DRINK PET 275ML FRUTAS VERMELHA;BEBIDAS;50800;13/04/2026;87833;43223;12;723;12;1;0;14
5;758;REFRIG SPRITE PET 1 5L FRESH LIMAO;BEBIDAS;50800;13/04/2026;87833;43223;6;18;6;3;0;16
5;823;REFRIG FRUKI PET 2L UVA;BEBIDAS;50800;13/04/2026;87833;43223;6;201;18;3;0;0
5;852;REFRIG FANTA LARANJA PET 600ML;BEBIDAS;50800;13/04/2026;87833;43223;6;1145;18;9;0;13
5;1498;CHOC KINDER JOY T1 20G;MERCEARIA;50800;13/04/2026;87833;43223;48;1296;96;2;0;-5
5;4598;CERVEJA ITAIPAVA LT 350ML MALZBIER;BEBIDAS;50800;13/04/2026;87833;43223;12;2074;36;3;0;12
5;16887;CR LEITE TP PIRACANJUBA 200G;MERCEARIA;50800;13/04/2026;87833;43223;27;105;81;4;0;72
5;33265;REFRIG FRUKI GUAR ZR PET 3L GUARANA ZERO;BEBIDAS;50800;13/04/2026;87833;43223;4;23;8;3;0;34
5;4258;AP PROBAK II LV7 PG5;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;72;22;72;1;0;9
5;8679;TOALHINHA UMED NATURAL BABY 100UN;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;12;299;12;2;0;13
5;33650;SAB LIQ MADE IN BRAZIL 1L PESSEGO;PERFUMARIA E LIMPEZA;50800;13/04/2026;87833;43223;12;192;12;1;0;12
5;862;REFRIG SPRITE PET 600ML;BEBIDAS;50800;13/04/2026;87833;43223;6;948;6;2;0;22
5;887;REFRIG ANTARCTICA GUARANA LT 350ML;BEBIDAS;50800;13/04/2026;87833;43223;12;3624;48;5;0;25
5;1264;CHOC BARRA LACTA 80G LAKA OREO;MERCEARIA;50800;13/04/2026;87833;43223;17;426;51;3;0;49
5;158;CERVEJA BUDWEISER LT 350ML ZERO STEEK;BEBIDAS;50800;13/04/2026;87833;43223;8;2848;40;5;0;8
5;3854;ENERG HIPERTENSAO PET 2L MACA VERDE;BEBIDAS;50800;13/04/2026;87833;43223;6;95;6;1;0;6
5;776;REFRIG PEPSI COLA PET 200ML BLACK;BEBIDAS;50800;13/04/2026;87833;43223;12;1344;12;2;0;42
5;778;REFRIG PEPSI COLA PET 200ML;BEBIDAS;50800;13/04/2026;87833;43223;12;1843;36;5;0;19
5;844;REFRIG ANTARCTICA PET 600ML GUARANA;BEBIDAS;50800;13/04/2026;87833;43223;12;1815;12;1;0;30
5;7235;OLEO IPIRANGA F1 MASTER 20W50 1L;NAO ALIMENTO;50828;13/04/2026;87847;43352;24;1008;24;1;0;6
5;12564;ARGILA NUNES 1K;NAO ALIMENTO;50828;13/04/2026;87847;43352;10;0;10;1;0;10
5;21991;PIPOQUEIRA PANELUX POLIDA N20;NAO ALIMENTO;50828;13/04/2026;87847;43352;1;10;4;4;0;8
5;15051;CAD ESPI CD 1X1 80FLS DISNEY EMOJI;NAO ALIMENTO;50828;13/04/2026;87847;43352;4;0;4;2;0;0
5;33305;TAPETE BOX OVAL PVC 61X35CM;NAO ALIMENTO;50828;13/04/2026;87847;43352;1;0;1;3;0;0
5;18850;FUMO TUPA 28G;NAO ALIMENTO;50828;13/04/2026;87847;43352;20;1150;20;2;0;29
5;12921;BALAO LISO 6 5 C 30 ROSA;NAO ALIMENTO;50828;13/04/2026;87847;43352;1;571;1;1;0;-25
5;12971;BALAO ZERINHO C 100 SORT;NAO ALIMENTO;50828;13/04/2026;87847;43352;1;0;1;2;0;-6
5;11245;GOIABADA STELLA KG;PERECIVEIS;50914;13/04/2026;87997;43302;7;763;14;2;0;16,468
5;2140;ARROZ BCO SANO TP1 5KG;MERCEARIA;51025;13/04/2026;88233;44531;6;121;60;10;0;75
5;2756;MAIONESE ODERICH TRADICIONAL 200G SH;MERCEARIA;51056;13/04/2026;88672;44318;24;616;96;4;0;92
5;37438;LAVA ROUPA SUPREMA VERDE 3L;PERFUMARIA E LIMPEZA;51056;13/04/2026;;;1;5;27;0;0;0
5;1745;CHICLE FREEGELLS GUM 8G MENTA;MERCEARIA;51056;13/04/2026;88672;44318;15;0;15;1;1;-1
5;1745;CHICLE FREEGELLS GUM 8G MENTA;MERCEARIA;51056;13/04/2026;88672;;15;0;15;0;0;-1
5;12470;AMIDO MILHO MAIZENA 200P150L200;MERCEARIA;51056;13/04/2026;88672;44318;40;20;40;1;0;0
5;2109;CAFE SOL NESCAFE SH 40G ORIGINAL;MERCEARIA;51146;13/04/2026;88637;44531;24;96;48;2;0;28
5;2108;CAFE SOL NESCAFE SH 40G MATINAL SUAVE;MERCEARIA;51146;13/04/2026;88637;44531;24;0;48;2;0;68
5;1977;TURRON Y MANI ARCOR 25G;MERCEARIA;51231;13/04/2026;88712;44531;50;4250;250;5;0;85
5;37469;KIT AP BARB PRESTO ULTRAGRIP C 12;PERFUMARIA E LIMPEZA;51231;13/04/2026;88712;44531;1;3;2;2;0;0
5;1740;CHICLE FREEGELLS GUM 8G MORANGO;MERCEARIA;51231;13/04/2026;88712;44531;15;7914;75;5;0;7
5;1856;PAST DOCILE MINTY 14G LAR;MERCEARIA;51231;13/04/2026;88712;44531;12;598;24;3;0;24
5;13705;BOMBOM LACTA FAVORITOS 250 6G;MERCEARIA;51231;13/04/2026;88712;44531;30;3246;150;5;0;26
5;1838;PAST DOCILE ROLLY MINTY 29G HORTELA;MERCEARIA;51231;13/04/2026;88712;44531;12;760;60;5;0;41
5;35236;BOMBOM LACTA OREO 20G;MERCEARIA;51231;13/04/2026;88712;44531;27;675;135;5;0;39
5;38005;CHOC KIT KAT MACCHIATO 41 5G;MERCEARIA;51231;13/04/2026;88712;44531;24;7248;120;5;0;0
5;8858;AP PROBAK II 2UN;PERFUMARIA E LIMPEZA;51231;13/04/2026;88712;44531;14;1806;70;5;0;-71
5;4256;AP PRESTOBARBA ULTRAGRIP 3L CART2UN;PERFUMARIA E LIMPEZA;51231;13/04/2026;88712;44531;1;10;5;5;0;0
5;15585;CARGA GILLETTE MACH3 C 2;PERFUMARIA E LIMPEZA;51231;13/04/2026;88712;44531;1;3679;50;50;0;-22
5;1430;CHOC KIT KAT 41 5G FINGER AO LEITE;MERCEARIA;51231;13/04/2026;88712;44531;96;6037;480;5;0;14
5;1837;PAST DOCILE ROLLY MINTY 29G FRUIT;MERCEARIA;51231;13/04/2026;88712;44531;12;3516;60;5;0;6
5;4259;AP PRESTOBARBA ULTRA GRIP 2UN;PERFUMARIA E LIMPEZA;51231;13/04/2026;88712;44531;12;360;60;5;0;21
5;1353;CHOC BATON GAROTO 16G AO LEITE;MERCEARIA;51231;13/04/2026;88712;44531;30;83;150;5;0;76
5;1834;PAST DOCILE ROLLY MINTY 29G EXTRA FORTE;MERCEARIA;51231;13/04/2026;88712;44531;12;147;60;5;0;31
5;1894;DROPS FREEGELLS 27 6G CEREJA CHOC;MERCEARIA;51231;13/04/2026;88712;44531;12;11622;60;5;0;-8
6;24069;SAPONACEO PO FONT 300G LIMAO R 140116;PERFUMARIA E LIMPEZA;50802;13/04/2026;87834;44106;12;156;12;1;1;11
6;2749;FARINHA TRIGO MARIA INES 5KG;MERCEARIA;50802;13/04/2026;87834;44106;5;942;10;2;0;32
6;1506;CHOC KI KAKAU 475G BOLI BOL;MERCEARIA;50802;13/04/2026;87834;44106;12;0;12;1;0;6
6;834;REFRIG ANTARCTICA GUARANA PET 3L;BEBIDAS;50802;13/04/2026;87834;44106;4;1328;8;5;0;5
6;52;AGUA MIN FLORESTA 5L S GAS;BEBIDAS;50802;13/04/2026;87834;44106;4;1367;8;8;0;0
6;4274;AREIA HIG GOLCAT 4KG P GATOS;PRODUTOS PET;50802;13/04/2026;87834;44106;5;13;5;1;0;2
6;640;WHISKY BLEND SEVEN 1L;BEBIDAS;50802;13/04/2026;87834;44106;1;102;1;2;0;6
6;22704;RAC DODOG TRAD 1K;PRODUTOS PET;50802;13/04/2026;87834;44106;10;737;10;2;0;18
6;2831;MASSA C OVOS GERMANI 500G ESPAGUETE;MERCEARIA;50802;13/04/2026;87834;44106;20;6733;20;5;0;40
6;48;AGUA MIN FLORESTA 500ML C GAS;BEBIDAS;50802;13/04/2026;87834;44106;12;71748;1248;104;0;3144
6;21787;PEDRA POMES STA CLARA R 199;PERFUMARIA E LIMPEZA;50802;13/04/2026;89171;44041;6;0;12;0;0;2
6;20615;MAS ESPA PARATI SEMOLA 1K;MERCEARIA;50802;13/04/2026;87834;44106;15;11;15;1;0;10
6;8966;CARVAO CHAMA CAMPEIRA 5KG;NAO ALIMENTO;50802;13/04/2026;87834;44106;1;184;19;38;0;59
6;2596;MOLHO TOM POMAROLA SH 300G TRAD;MERCEARIA;50802;13/04/2026;87834;44106;24;503;24;1;0;15
6;1492;CHOC KI KAKAU BOLIBOL C 50;MERCEARIA;50802;13/04/2026;87834;44106;20;20;20;1;0;20
6;35782;CERVEJA ANTARCTICA 1L;BEBIDAS;50802;13/04/2026;87834;44106;12;939;48;4;0;37
6;2110;ARROZ BCO PILECCO NOBRE TP1 2KG;MERCEARIA;50802;13/04/2026;87834;44106;15;30;15;1;0;0
6;633;VODKA TAIGA PREMIUM 1L;BEBIDAS;50802;13/04/2026;87834;44106;1;8;1;1;0;10
6;51;AGUA MINERAL CRYSTAL S G 5L S GAS;BEBIDAS;50802;13/04/2026;87834;44106;2;955;10;9;0;4
6;812;REFRIG FANTA UVA PET 2L;BEBIDAS;50802;13/04/2026;87834;44106;8;782;32;9;0;5
6;20607;MASSA DOMELLY SEMOLA 1KG ESPAG;MERCEARIA;50802;13/04/2026;87834;44106;10;9;10;2;0;31
6;24816;TINTURA BELAECOR 147G 3 0 CASTANHO E;PERFUMARIA E LIMPEZA;50802;13/04/2026;89171;44041;6;0;6;0;0;0
6;20810;MILHO PIPOCA ARBAZA PREMIUM 400G;MERCEARIA;50802;13/04/2026;87834;44106;12;780;12;4;0;174
6;22707;RAC DODOPREM P RACAS 10 1K;PRODUTOS PET;50802;13/04/2026;87834;44106;1;85;1;3;0;4
6;33266;REFRIG FRUKI PET 3 L LARANJA;BEBIDAS;50802;13/04/2026;87834;44106;4;1096;28;15;0;6
6;48;AGUA MIN FLORESTA 500ML C GAS;BEBIDAS;50802;13/04/2026;87887;44106;12;71748;1248;104;0;3144
6;2073;BALA GOMA FINI GELATINA 100G MINHOCA CITRICA;MERCEARIA;50802;13/04/2026;87834;44106;12;0;12;1;0;3
6;20320;MAC INST ISABELA 70G CAR ZR FRITU;MERCEARIA;50802;13/04/2026;87834;44106;50;0;50;2;0;120
6;3768;VINAGRE ALCOOL ROSINA 750ML;MERCEARIA;50802;13/04/2026;87834;44106;12;358;12;2;0;-11
6;33949;PAPEL HIG SIRIUS PREMIER FD 30M C32;PERFUMARIA E LIMPEZA;50802;13/04/2026;87834;44106;2;1;2;9;0;-6
6;33;AGUA MIN SARANDI PET 2L S GAS;BEBIDAS;50802;13/04/2026;87834;44106;8;1553;16;5;0;22
6;1541;COBER COBERTOP 1 01KG CONF BLEND;MERCEARIA;50802;13/04/2026;87834;44106;10;0;10;2;0;-1
6;2747;FARINHA TRIGO ROSESOL 5KG;MERCEARIA;50802;13/04/2026;87834;44106;5;230;5;4;0;20
6;3782;VINAGRE MACA KOLLER 500ML;MERCEARIA;50802;13/04/2026;87834;44106;12;864;12;1;0;12
6;8246;SH JAY LUC 1L NEUTRO;PERFUMARIA E LIMPEZA;50802;13/04/2026;89171;44041;12;59;24;2;2;4
6;2100;ARROZ BCO SANO OURO TP1 2KG;MERCEARIA;50802;13/04/2026;87834;44106;15;367;15;3;0;-10
6;3783;VINAGRE MACA KOLLER 750ML;MERCEARIA;50802;13/04/2026;87834;44106;12;875;12;2;0;-1
6;4625;CERVEJA LT PATAGONIA 473ML IPA;BEBIDAS;50802;13/04/2026;87834;44106;6;24;12;2;0;2
6;9985;DESOD SANIT GOTA LIMPA 25G LAVANDA;PERFUMARIA E LIMPEZA;50802;13/04/2026;87834;44106;48;1488;48;0;0;21
6;22700;RAC DODOG ESPECIAL 7K;PRODUTOS PET;50802;13/04/2026;87834;44106;1;56;1;2;0;0
6;21680;PAPEL HIG ATUALLE 20M FLA DP 12UN;PERFUMARIA E LIMPEZA;50802;13/04/2026;87834;44106;8;368;8;2;0;3
6;22118;POM MASSAG BIO CANELA VELHO 150ML;PERFUMARIA E LIMPEZA;50802;13/04/2026;87834;44106;12;276;12;1;0;9
6;34825;VINAGRE ALCOOL KOLLER 750ML AROMAT LIMAO;MERCEARIA;50802;13/04/2026;87834;44106;12;480;12;2;0;5
6;18979;GEL FIX DI HELLEN BRI MOL FL ADREN 240G;PERFUMARIA E LIMPEZA;50802;13/04/2026;89171;44041;12;0;12;0;0;-12
6;2843;MASSA C OVOS DOMELLY 500G RIGATONE;MERCEARIA;50802;13/04/2026;87834;44106;20;20;40;2;0;-13
6;18268;ESPETIN GABOARDI BAMBU P CHUR C 50;NAO ALIMENTO;50830;13/04/2026;87848;43353;10;700;80;8;0;68
6;19878;LAMP ELGIN BULBO LED T 50W6500K;NAO ALIMENTO;50830;13/04/2026;87848;43353;1;88;2;2;0;0
6;15031;CAD ESPI CD 10X1 160FLS SWEETNESS;NAO ALIMENTO;50830;13/04/2026;87848;43353;4;4;4;2;0;1
6;16286;COBOR SORRISO CASAL 1 70MX1 90M;NAO ALIMENTO;50830;13/04/2026;87848;43353;1;0;1;1;0;27
6;19176;GFA TERM TERMOLAR MAGIC PUMP 1L RSA BALE;NAO ALIMENTO;50830;13/04/2026;87848;43353;6;24;6;1;0;9
6;15051;CAD ESPI CD 1X1 80FLS DISNEY EMOJI;NAO ALIMENTO;50830;13/04/2026;87848;43353;4;0;4;2;0;-6
6;21991;PIPOQUEIRA PANELUX POLIDA N20;NAO ALIMENTO;50830;13/04/2026;87848;43353;1;10;6;6;0;18
6;9305;DUCHA FAME 220V 6800W 4 TEMP;NAO ALIMENTO;50830;13/04/2026;87848;43353;1;791;2;2;0;28
6;15090;CAD ESPI CD 1X1 80FLS SWEETNESS;NAO ALIMENTO;50830;13/04/2026;87848;43353;4;12;4;3;0;-15
6;11245;GOIABADA STELLA KG;PERECIVEIS;50916;13/04/2026;87998;43303;7;763;35;5;0;6,56
6;16;AGUA MINERAL CRYSTAL S G PET 1 5L;BEBIDAS;51122;13/04/2026;89149;44024;6;616;60;0;0;96
6;152;CERV BRAHMA CHOPP LT 473ML;BEBIDAS;51122;13/04/2026;89149;44024;12;16248;5280;440;235;-890
6;11241;FRUTAS CRIST UNIAGRO KG;PERECIVEIS;51174;13/04/2026;88655;43775;10;277;20;0;0;-8,358
6;10556;AMEIXA UNIAGRO PTA S CAROCO KG;PERECIVEIS;51174;13/04/2026;88655;43775;1;186;10;0;0;21,948
6;11416;MARROM GLACE STELLA KG;MERCEARIA;51174;13/04/2026;88655;43775;6,6;395,8;26,4;4;4;15,07
6;11565;NOZES LA RIOJA S CASCA KG;PERECIVEIS;51174;13/04/2026;88655;43775;1;140;10;0;0;-2,384
6;10555;AMEIXA UNIAGRO PTA C CAROCO KG;PERECIVEIS;51174;13/04/2026;88655;43775;1;180;6;0;0;-8,631
6;8858;AP PROBAK II 2UN;PERFUMARIA E LIMPEZA;51233;13/04/2026;89171;44041;14;1806;140;10;0;-194
